iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion
MEX,Mexico,VERACRUZ,2020,9,451,5.6084,98.7408,28.31,11.7,10.23,86.67,8041439,111.9666
MEX,Mexico,VERACRUZ,2020,10,514,6.3919,98.7408,26.06,9.28,2.57,81.4,8041439,111.9666
MEX,Mexico,VERACRUZ,2020,11,404,5.024,98.7408,26.8,8.11,2.62,83.2,8041439,111.9666
MEX,Mexico,VERACRUZ,2020,12,141,1.7534,98.7408,26.18,4.35,0.9,80.09,8041439,111.9666
MEX,Mexico,VERACRUZ,2021,1,132,1.6341,99.0091,27.64,7.81,3.03,81.66,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,2,112,1.3865,99.0091,29.15,4.63,1.38,76.16,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,3,98,1.2132,99.0091,33.44,9.82,1.34,67.04,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,4,178,2.2036,99.0091,35.27,11.01,1.41,63.83,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,5,221,2.7359,99.0091,35.58,15.65,5.41,74.46,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,6,316,3.9119,99.0091,30.77,15.76,10.85,83.47,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,7,430,5.3232,99.0091,27.61,14.82,5.89,84.55,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,8,462,5.7194,99.0091,26.36,15.07,8.37,85.04,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,9,471,5.8308,99.0091,27.4,14.69,8.41,88.09,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,10,735,9.099,99.0091,28.99,12.69,4.74,85.94,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,11,305,3.7758,99.0091,23.32,8.57,3.5,85.62,8077841,112.4734
MEX,Mexico,VERACRUZ,2021,12,39,0.4828,99.0091,26.83,11.2,0.63,77.72,8077841,112.4734
MEX,Mexico,VERACRUZ,2022,1,144,1.7747,99.2738,28.21,5.6,2.21,79.17,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,2,103,1.2694,99.2738,29.61,2.66,1.37,73.62,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,3,120,1.4789,99.2738,35.97,5.87,0.66,63.5,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,4,154,1.8979,99.2738,36.22,11.3,0.93,60.77,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,5,349,4.3011,99.2738,37.68,15.21,0.94,59.91,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,6,343,4.2271,99.2738,32.91,15.28,8.63,77.29,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,7,591,7.2835,99.2738,27.56,15.48,4.71,81.06,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,8,87,1.0722,99.2738,26.83,16.17,5.89,82.93,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,9,0,0.0,99.2738,25.6,11.5,11.18,88.8,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,10,0,0.0,99.2738,26.45,11.38,4.75,87.62,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,11,0,0.0,99.2738,26.04,10.26,2.18,85.61,8114243,112.9803
MEX,Mexico,VERACRUZ,2022,12,7,0.0863,99.2738,25.97,5.37,1.13,81.67,8114243,112.9803
MEX,Mexico,YUCATAN,2014,1,0,0.0,97.0663,29.31,12.03,2.41,87.2,2100913,53.0373
MEX,Mexico,YUCATAN,2014,2,0,0.0,97.0663,34.5,13.82,1.39,76.75,2100913,53.0373
MEX,Mexico,YUCATAN,2014,3,0,0.0,97.0663,38.6,16.67,0.39,60.8,2100913,53.0373
MEX,Mexico,YUCATAN,2014,4,0,0.0,97.0663,39.4,17.24,1.19,54.05,2100913,53.0373
MEX,Mexico,YUCATAN,2014,5,0,0.0,97.0663,36.24,18.81,5.57,70.49,2100913,53.0373
MEX,Mexico,YUCATAN,2014,6,0,0.0,97.0663,37.07,22.03,2.67,76.58,2100913,53.0373
MEX,Mexico,YUCATAN,2014,7,0,0.0,97.0663,37.42,22.47,3.43,69.72,2100913,53.0373
MEX,Mexico,YUCATAN,2014,8,0,0.0,97.0663,36.26,22.45,5.81,77.23,2100913,53.0373
MEX,Mexico,YUCATAN,2014,9,0,0.0,97.0663,31.48,21.68,6.15,91.56,2100913,53.0373
MEX,Mexico,YUCATAN,2014,10,0,0.0,97.0663,30.86,18.33,7.22,91.3,2100913,53.0373
MEX,Mexico,YUCATAN,2014,11,0,0.0,97.0663,30.95,14.71,1.19,84.42,2100913,53.0373
MEX,Mexico,YUCATAN,2014,12,0,0.0,97.0663,33.31,14.28,0.41,73.48,2100913,53.0373
MEX,Mexico,YUCATAN,2015,1,0,0.0,97.3531,33.83,13.21,1.24,70.01,2137808,53.9687
MEX,Mexico,YUCATAN,2015,2,0,0.0,97.3531,34.95,14.02,2.04,68.27,2137808,53.9687
MEX,Mexico,YUCATAN,2015,3,0,0.0,97.3531,36.43,18.94,1.1,60.96,2137808,53.9687
MEX,Mexico,YUCATAN,2015,4,0,0.0,97.3531,40.77,16.97,1.32,56.33,2137808,53.9687
MEX,Mexico,YUCATAN,2015,5,0,0.0,97.3531,39.18,19.91,0.28,55.35,2137808,53.9687
MEX,Mexico,YUCATAN,2015,6,0,0.0,97.3531,37.77,21.18,6.37,78.72,2137808,53.9687
MEX,Mexico,YUCATAN,2015,7,0,0.0,97.3531,37.29,20.99,2.45,75.12,2137808,53.9687
MEX,Mexico,YUCATAN,2015,8,0,0.0,97.3531,36.13,22.21,5.73,78.45,2137808,53.9687
MEX,Mexico,YUCATAN,2015,9,0,0.0,97.3531,35.72,22.4,6.37,81.88,2137808,53.9687
MEX,Mexico,YUCATAN,2015,10,0,0.0,97.3531,33.34,18.95,4.89,88.84,2137808,53.9687
MEX,Mexico,YUCATAN,2015,11,0,0.0,97.3531,31.75,17.4,6.31,91.82,2137808,53.9687
MEX,Mexico,YUCATAN,2015,12,0,0.0,97.3531,31.35,16.3,1.82,87.45,2137808,53.9687
MEX,Mexico,YUCATAN,2016,1,0,0.0,97.6369,32.73,12.34,2.01,76.32,2174704,54.9001
MEX,Mexico,YUCATAN,2016,2,0,0.0,97.6369,34.83,12.76,0.54,64.85,2174704,54.9001
MEX,Mexico,YUCATAN,2016,3,0,0.0,97.6369,37.6,16.39,1.82,66.87,2174704,54.9001
MEX,Mexico,YUCATAN,2016,4,0,0.0,97.6369,38.43,17.37,2.46,61.03,2174704,54.9001
MEX,Mexico,YUCATAN,2016,5,0,0.0,97.6369,40.08,17.68,1.53,57.66,2174704,54.9001
MEX,Mexico,YUCATAN,2016,6,0,0.0,97.6369,37.53,21.85,5.86,79.19,2174704,54.9001
MEX,Mexico,YUCATAN,2016,7,0,0.0,97.6369,37.52,22.84,3.63,75.77,2174704,54.9001
MEX,Mexico,YUCATAN,2016,8,0,0.0,97.6369,34.63,23.05,5.69,86.97,2174704,54.9001
MEX,Mexico,YUCATAN,2016,9,0,0.0,97.6369,34.35,22.2,6.26,90.49,2174704,54.9001
MEX,Mexico,YUCATAN,2016,10,0,0.0,97.6369,34.14,18.74,1.62,80.02,2174704,54.9001
MEX,Mexico,YUCATAN,2016,11,0,0.0,97.6369,34.11,15.95,0.55,69.04,2174704,54.9001
MEX,Mexico,YUCATAN,2016,12,0,0.0,97.6369,35.29,19.09,0.9,67.2,2174704,54.9001
MEX,Mexico,YUCATAN,2017,1,82,3.7077,97.9175,37.11,14.5,1.02,63.14,2211599,55.8315
MEX,Mexico,YUCATAN,2017,2,52,2.3512,97.9175,36.96,18.14,0.17,54.8,2211599,55.8315
MEX,Mexico,YUCATAN,2017,3,59,2.6678,97.9175,37.75,16.91,0.52,53.25,2211599,55.8315
MEX,Mexico,YUCATAN,2017,4,72,3.2556,97.9175,39.45,19.12,1.47,60.11,2211599,55.8315
MEX,Mexico,YUCATAN,2017,5,81,3.6625,97.9175,39.49,17.97,2.95,64.01,2211599,55.8315
MEX,Mexico,YUCATAN,2017,6,164,7.4154,97.9175,36.68,23.07,9.1,85.33,2211599,55.8315
MEX,Mexico,YUCATAN,2017,7,275,12.4344,97.9175,31.32,22.79,4.24,91.25,2211599,55.8315
MEX,Mexico,YUCATAN,2017,8,191,8.6363,97.9175,32.04,22.22,5.98,89.87,2211599,55.8315
MEX,Mexico,YUCATAN,2017,9,186,8.4102,97.9175,30.88,21.76,8.59,92.84,2211599,55.8315
MEX,Mexico,YUCATAN,2017,10,142,6.4207,97.9175,29.91,15.98,9.21,92.43,2211599,55.8315
MEX,Mexico,YUCATAN,2017,11,61,2.7582,97.9175,28.34,15.38,1.92,89.14,2211599,55.8315
MEX,Mexico,YUCATAN,2017,12,38,1.7182,97.9175,30.45,12.91,1.91,82.1,2211599,55.8315
MEX,Mexico,YUCATAN,2018,1,39,1.7345,98.195,32.63,12.61,1.92,73.26,2248494,56.763
MEX,Mexico,YUCATAN,2018,2,54,2.4016,98.195,34.15,15.55,0.4,67.54,2248494,56.763
MEX,Mexico,YUCATAN,2018,3,48,2.1348,98.195,38.44,17.66,1.02,57.69,2248494,56.763
MEX,Mexico,YUCATAN,2018,4,59,2.624,98.195,39.57,16.23,1.37,57.8,2248494,56.763
MEX,Mexico,YUCATAN,2018,5,92,4.0916,98.195,38.12,20.53,4.71,68.2,2248494,56.763
MEX,Mexico,YUCATAN,2018,6,136,6.0485,98.195,35.44,22.16,6.45,81.92,2248494,56.763
MEX,Mexico,YUCATAN,2018,7,204,9.0727,98.195,36.06,21.71,3.92,80.16,2248494,56.763
MEX,Mexico,YUCATAN,2018,8,76,3.38,98.195,34.74,22.53,5.54,82.86,2248494,56.763
MEX,Mexico,YUCATAN,2018,9,125,5.5593,98.195,30.7,22.78,5.15,93.1,2248494,56.763
MEX,Mexico,YUCATAN,2018,10,143,6.3598,98.195,31.65,19.29,2.82,88.52,2248494,56.763
MEX,Mexico,YUCATAN,2018,11,85,3.7803,98.195,33.12,16.76,3.07,79.85,2248494,56.763
MEX,Mexico,YUCATAN,2018,12,93,4.1361,98.195,32.11,12.25,1.51,74.98,2248494,56.763
MEX,Mexico,YUCATAN,2019,1,36,1.5752,98.4694,32.2,12.73,2.31,73.3,2285389,57.6944
MEX,Mexico,YUCATAN,2019,2,57,2.4941,98.4694,35.94,16.39,1.23,67.98,2285389,57.6944
MEX,Mexico,YUCATAN,2019,3,104,4.5506,98.4694,36.51,16.25,0.89,59.17,2285389,57.6944
MEX,Mexico,YUCATAN,2019,4,96,4.2006,98.4694,38.53,17.41,0.49,55.21,2285389,57.6944
MEX,Mexico,YUCATAN,2019,5,169,7.3948,98.4694,40.41,22.56,1.4,58.92,2285389,57.6944
MEX,Mexico,YUCATAN,2019,6,312,13.6519,98.4694,40.34,23.54,2.51,63.85,2285389,57.6944
MEX,Mexico,YUCATAN,2019,7,231,10.1077,98.4694,38.62,21.99,3.24,68.07,2285389,57.6944
MEX,Mexico,YUCATAN,2019,8,306,13.3894,98.4694,37.95,23.24,3.36,70.54,2285389,57.6944
MEX,Mexico,YUCATAN,2019,9,890,38.943,98.4694,35.33,23.02,4.78,80.78,2285389,57.6944
MEX,Mexico,YUCATAN,2019,10,1219,53.3388,98.4694,33.62,22.58,4.83,87.91,2285389,57.6944
MEX,Mexico,YUCATAN,2019,11,857,37.4991,98.4694,31.88,15.04,3.24,84.91,2285389,57.6944
MEX,Mexico,YUCATAN,2019,12,515,22.5345,98.4694,33.32,14.22,2.35,75.86,2285389,57.6944
MEX,Mexico,YUCATAN,2020,1,246,10.593,98.7408,33.93,14.09,0.77,70.22,2322284,58.6258
MEX,Mexico,YUCATAN,2020,2,169,7.2773,98.7408,37.24,14.05,0.39,60.5,2322284,58.6258
MEX,Mexico,YUCATAN,2020,3,132,5.6841,98.7408,38.43,15.19,0.49,55.86,2322284,58.6258
MEX,Mexico,YUCATAN,2020,4,42,1.8086,98.7408,41.69,22.8,0.52,52.45,2322284,58.6258
MEX,Mexico,YUCATAN,2020,5,41,1.7655,98.7408,39.81,21.95,5.56,71.04,2322284,58.6258
MEX,Mexico,YUCATAN,2020,6,204,8.7845,98.7408,30.54,22.22,16.38,91.78,2322284,58.6258
MEX,Mexico,YUCATAN,2020,7,123,5.2965,98.7408,30.83,23.35,5.2,92.25,2322284,58.6258
MEX,Mexico,YUCATAN,2020,8,63,2.7128,98.7408,31.2,23.01,5.79,91.82,2322284,58.6258
MEX,Mexico,YUCATAN,2020,9,32,1.378,98.7408,30.94,23.11,5.54,92.86,2322284,58.6258
MEX,Mexico,YUCATAN,2020,10,40,1.7224,98.7408,30.01,21.01,16.83,94.18,2322284,58.6258
MEX,Mexico,YUCATAN,2020,11,55,2.3684,98.7408,29.21,18.79,6.25,92.53,2322284,58.6258
MEX,Mexico,YUCATAN,2020,12,14,0.6029,98.7408,28.62,12.36,3.65,89.6,2322284,58.6258
MEX,Mexico,YUCATAN,2021,1,32,1.3564,99.0091,30.54,13.56,1.89,85.48,2359180,59.5572
MEX,Mexico,YUCATAN,2021,2,30,1.2716,99.0091,34.31,12.12,1.07,71.79,2359180,59.5572
MEX,Mexico,YUCATAN,2021,3,23,0.9749,99.0091,36.85,16.9,1.19,62.89,2359180,59.5572
MEX,Mexico,YUCATAN,2021,4,27,1.1445,99.0091,40.84,19.51,1.53,58.08,2359180,59.5572
MEX,Mexico,YUCATAN,2021,5,33,1.3988,99.0091,38.27,22.19,4.29,67.57,2359180,59.5572
MEX,Mexico,YUCATAN,2021,6,41,1.7379,99.0091,36.32,22.16,6.5,82.89,2359180,59.5572
MEX,Mexico,YUCATAN,2021,7,60,2.5433,99.0091,34.69,22.33,3.38,80.99,2359180,59.5572
MEX,Mexico,YUCATAN,2021,8,43,1.8227,99.0091,34.1,22.44,6.23,86.94,2359180,59.5572
MEX,Mexico,YUCATAN,2021,9,29,1.2292,99.0091,33.1,22.66,5.56,89.21,2359180,59.5572
MEX,Mexico,YUCATAN,2021,10,46,1.9498,99.0091,32.58,18.48,4.05,87.38,2359180,59.5572
MEX,Mexico,YUCATAN,2021,11,21,0.8901,99.0091,31.22,15.45,3.66,80.01,2359180,59.5572
MEX,Mexico,YUCATAN,2021,12,2,0.0848,99.0091,33.42,14.88,1.24,74.37,2359180,59.5572
MEX,Mexico,YUCATAN,2022,1,36,1.5025,99.2738,34.1,13.09,3.45,75.92,2396075,60.4886
MEX,Mexico,YUCATAN,2022,2,24,1.0016,99.2738,33.48,15.3,3.8,78.89,2396075,60.4886
MEX,Mexico,YUCATAN,2022,3,23,0.9599,99.2738,38.26,14.26,1.07,66.65,2396075,60.4886
MEX,Mexico,YUCATAN,2022,4,23,0.9599,99.2738,39.68,15.18,3.59,64.63,2396075,60.4886
MEX,Mexico,YUCATAN,2022,5,56,2.3372,99.2738,39.15,19.61,1.93,63.18,2396075,60.4886
MEX,Mexico,YUCATAN,2022,6,83,3.464,99.2738,33.78,21.69,5.91,82.59,2396075,60.4886
MEX,Mexico,YUCATAN,2022,7,93,3.8813,99.2738,35.28,22.94,4.74,82.11,2396075,60.4886
MEX,Mexico,YUCATAN,2022,8,27,1.1268,99.2738,32.43,22.39,6.87,91.12,2396075,60.4886
MEX,Mexico,YUCATAN,2022,9,0,0.0,99.2738,30.44,20.85,4.36,92.64,2396075,60.4886
MEX,Mexico,YUCATAN,2022,10,0,0.0,99.2738,34.7,16.33,1.42,80.65,2396075,60.4886
MEX,Mexico,YUCATAN,2022,11,0,0.0,99.2738,34.3,19.08,2.51,78.14,2396075,60.4886
MEX,Mexico,YUCATAN,2022,12,0,0.0,99.2738,34.9,16.02,1.59,74.2,2396075,60.4886
MEX,Mexico,ZACATECAS,2014,1,0,0.0,97.0663,21.57,-3.26,0.23,61.64,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,2,0,0.0,97.0663,24.99,2.19,0.0,44.45,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,3,0,0.0,97.0663,27.29,-0.78,0.05,43.05,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,4,0,0.0,97.0663,30.09,5.02,0.01,34.69,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,5,0,0.0,97.0663,30.19,6.82,0.69,45.55,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,6,0,0.0,97.0663,31.11,10.87,3.29,58.51,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,7,0,0.0,97.0663,29.52,9.32,2.6,63.07,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,8,0,0.0,97.0663,29.08,10.46,2.83,64.03,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,9,0,0.0,97.0663,28.38,9.58,3.79,71.51,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,10,0,0.0,97.0663,26.58,5.1,1.1,63.99,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,11,0,0.0,97.0663,22.57,-4.16,0.96,65.79,1541251,20.4034
MEX,Mexico,ZACATECAS,2014,12,0,0.0,97.0663,23.12,-3.89,0.39,63.47,1541251,20.4034
MEX,Mexico,ZACATECAS,2015,1,0,0.0,97.3531,23.92,0.34,0.54,65.97,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,2,0,0.0,97.3531,26.1,0.51,1.7,59.5,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,3,0,0.0,97.3531,25.45,2.53,2.43,62.42,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,4,0,0.0,97.3531,28.56,5.15,0.37,56.39,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,5,0,0.0,97.3531,30.24,6.67,0.84,49.59,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,6,0,0.0,97.3531,29.65,10.1,5.3,67.08,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,7,0,0.0,97.3531,28.34,9.62,3.04,67.8,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,8,0,0.0,97.3531,29.14,8.89,1.85,64.37,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,9,0,0.0,97.3531,28.92,7.63,3.4,69.1,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,10,0,0.0,97.3531,26.52,3.97,3.46,70.21,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,11,0,0.0,97.3531,27.22,2.09,0.58,68.04,1555317,20.5896
MEX,Mexico,ZACATECAS,2015,12,0,0.0,97.3531,22.37,-0.33,0.41,67.47,1555317,20.5896
MEX,Mexico,ZACATECAS,2016,1,0,0.0,97.6369,21.63,-5.44,0.06,53.82,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,2,0,0.0,97.6369,26.27,-3.61,0.3,46.94,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,3,0,0.0,97.6369,25.5,-1.29,0.52,48.59,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,4,0,0.0,97.6369,28.5,1.52,0.02,36.38,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,5,0,0.0,97.6369,32.93,7.87,0.4,40.05,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,6,0,0.0,97.6369,31.02,8.99,1.71,53.75,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,7,0,0.0,97.6369,30.27,10.74,3.53,63.0,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,8,0,0.0,97.6369,29.12,10.76,3.95,71.08,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,9,0,0.0,97.6369,28.15,8.72,2.64,71.38,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,10,0,0.0,97.6369,27.55,6.32,0.46,65.88,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,11,0,0.0,97.6369,25.44,3.59,1.05,68.84,1569383,20.7758
MEX,Mexico,ZACATECAS,2016,12,0,0.0,97.6369,23.65,0.59,0.28,62.38,1569383,20.7758
MEX,Mexico,ZACATECAS,2017,1,1,0.0632,97.9175,25.48,-1.67,0.0,53.53,1583449,20.962
MEX,Mexico,ZACATECAS,2017,2,3,0.1895,97.9175,26.33,-1.04,0.02,45.0,1583449,20.962
MEX,Mexico,ZACATECAS,2017,3,1,0.0632,97.9175,27.89,2.51,0.5,42.4,1583449,20.962
MEX,Mexico,ZACATECAS,2017,4,3,0.1895,97.9175,29.77,2.38,0.03,30.32,1583449,20.962
MEX,Mexico,ZACATECAS,2017,5,3,0.1895,97.9175,33.68,7.92,0.47,32.95,1583449,20.962
MEX,Mexico,ZACATECAS,2017,6,2,0.1263,97.9175,32.8,11.19,0.74,44.12,1583449,20.962
MEX,Mexico,ZACATECAS,2017,7,2,0.1263,97.9175,29.82,10.41,4.7,64.51,1583449,20.962
MEX,Mexico,ZACATECAS,2017,8,0,0.0,97.9175,29.9,10.95,4.39,66.92,1583449,20.962
MEX,Mexico,ZACATECAS,2017,9,5,0.3158,97.9175,27.4,7.95,3.79,73.0,1583449,20.962
MEX,Mexico,ZACATECAS,2017,10,7,0.4421,97.9175,26.15,5.31,0.64,68.9,1583449,20.962
MEX,Mexico,ZACATECAS,2017,11,3,0.1895,97.9175,27.02,-0.9,0.01,54.97,1583449,20.962
MEX,Mexico,ZACATECAS,2017,12,3,0.1895,97.9175,24.24,-8.41,0.92,64.83,1583449,20.962
MEX,Mexico,ZACATECAS,2018,1,2,0.1252,98.195,22.8,-2.23,1.25,57.32,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,2,0,0.0,98.195,24.97,3.89,0.93,62.98,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,3,0,0.0,98.195,28.61,3.19,0.01,41.74,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,4,0,0.0,98.195,29.66,2.56,0.17,37.94,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,5,0,0.0,98.195,34.65,8.48,1.01,44.36,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,6,0,0.0,98.195,33.63,11.65,4.5,60.46,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,7,1,0.0626,98.195,31.17,8.86,1.79,59.02,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,8,4,0.2504,98.195,29.0,10.35,2.11,63.89,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,9,9,0.5634,98.195,27.15,10.15,6.11,76.27,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,10,3,0.1878,98.195,27.37,6.81,1.64,72.94,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,11,2,0.1252,98.195,25.17,-5.38,1.05,66.02,1597515,21.1482
MEX,Mexico,ZACATECAS,2018,12,0,0.0,98.195,22.68,-4.42,0.11,60.91,1597515,21.1482
MEX,Mexico,ZACATECAS,2019,1,0,0.0,98.4694,22.88,-2.06,0.36,60.52,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,2,0,0.0,98.4694,28.7,2.16,0.01,54.72,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,3,2,0.1241,98.4694,28.9,3.21,0.07,42.17,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,4,1,0.0621,98.4694,30.34,2.45,0.0,29.21,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,5,2,0.1241,98.4694,32.42,5.62,0.05,28.57,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,6,1,0.0621,98.4694,31.82,10.74,1.3,51.05,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,7,7,0.4344,98.4694,30.84,11.4,2.44,58.62,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,8,7,0.4344,98.4694,31.13,10.65,3.34,60.37,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,9,23,1.4272,98.4694,28.68,10.57,2.21,67.07,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,10,95,5.8948,98.4694,29.08,3.98,1.47,66.79,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,11,47,2.9164,98.4694,25.22,4.01,1.72,69.18,1611581,21.3344
MEX,Mexico,ZACATECAS,2019,12,9,0.5585,98.4694,24.74,-0.69,0.72,59.35,1611581,21.3344
MEX,Mexico,ZACATECAS,2020,1,4,0.2461,98.7408,23.01,-5.21,0.83,61.04,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,2,0,0.0,98.7408,27.51,0.27,0.6,53.17,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,3,1,0.0615,98.7408,32.29,4.1,0.09,46.1,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,4,0,0.0,98.7408,32.43,4.11,0.06,30.01,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,5,2,0.123,98.7408,31.41,6.02,0.57,38.11,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,6,0,0.0,98.7408,33.11,9.05,1.84,52.18,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,7,2,0.123,98.7408,30.36,10.08,4.92,65.51,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,8,2,0.123,98.7408,29.26,10.04,1.44,65.08,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,9,9,0.5536,98.7408,28.8,6.18,1.9,65.3,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,10,22,1.3533,98.7408,28.11,3.81,0.68,53.47,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,11,5,0.3076,98.7408,27.19,1.75,0.01,54.99,1625647,21.5206
MEX,Mexico,ZACATECAS,2020,12,0,0.0,98.7408,23.55,-3.43,0.24,52.98,1625647,21.5206
MEX,Mexico,ZACATECAS,2021,1,0,0.0,99.0091,25.14,-4.69,0.02,44.85,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,2,0,0.0,99.0091,28.35,-0.97,0.02,38.17,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,3,0,0.0,99.0091,29.34,4.23,0.01,27.01,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,4,0,0.0,99.0091,30.79,5.04,0.07,32.46,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,5,2,0.122,99.0091,33.76,4.72,0.52,39.59,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,6,1,0.061,99.0091,31.74,9.69,4.25,59.95,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,7,2,0.122,99.0091,28.69,10.44,4.42,71.49,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,8,2,0.122,99.0091,28.78,9.91,3.62,69.38,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,9,0,0.0,99.0091,26.27,10.16,4.57,75.85,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,10,1,0.061,99.0091,27.17,2.93,1.06,68.75,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,11,3,0.183,99.0091,24.32,4.48,0.07,63.17,1639713,21.7068
MEX,Mexico,ZACATECAS,2021,12,0,0.0,99.0091,25.3,0.24,0.12,53.06,1639713,21.7068
MEX,Mexico,ZACATECAS,2022,1,0,0.0,99.2738,24.22,-0.37,0.01,55.3,1653779,21.893
MEX,Mexico,ZACATECAS,2022,2,0,0.0,99.2738,25.77,-2.34,0.06,48.79,1653779,21.893
MEX,Mexico,ZACATECAS,2022,3,0,0.0,99.2738,27.74,-0.33,0.0,29.93,1653779,21.893
MEX,Mexico,ZACATECAS,2022,4,0,0.0,99.2738,32.47,5.41,0.3,34.08,1653779,21.893
MEX,Mexico,ZACATECAS,2022,5,1,0.0605,99.2738,32.87,6.65,0.1,30.74,1653779,21.893
MEX,Mexico,ZACATECAS,2022,6,0,0.0,99.2738,32.52,10.29,1.38,51.13,1653779,21.893
MEX,Mexico,ZACATECAS,2022,7,1,0.0605,99.2738,31.78,10.52,1.89,58.82,1653779,21.893
MEX,Mexico,ZACATECAS,2022,8,0,0.0,99.2738,29.54,10.68,3.7,63.85,1653779,21.893
