iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion
ARG,Argentina,BUENOS AIRES,2014,1,0,0.0,98.9232,33.35,16.63,6.33,68.75,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,2,0,0.0,98.9232,29.68,17.44,8.14,80.32,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,3,0,0.0,98.9232,25.79,12.9,4.68,73.81,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,4,0,0.0,98.9232,25.06,10.91,3.17,78.05,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,5,0,0.0,98.9232,20.46,8.09,3.89,81.76,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,6,0,0.0,98.9232,19.33,7.53,1.18,79.79,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,7,0,0.0,98.9232,18.01,5.4,4.7,83.46,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,8,0,0.0,98.9232,22.52,6.55,0.82,79.01,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,9,0,0.0,98.9232,20.72,10.78,5.44,76.78,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,10,0,0.0,98.9232,28.63,11.21,5.92,77.26,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,11,0,0.0,98.9232,27.12,12.42,6.88,71.2,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2014,12,0,0.0,98.9232,30.3,15.11,2.4,70.86,16258055,79970.7575
ARG,Argentina,BUENOS AIRES,2015,1,0,0.0,98.9823,30.21,16.61,5.04,73.07,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,2,0,0.0,98.9823,30.17,15.78,1.07,69.64,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,3,0,0.0,98.9823,29.54,15.75,1.01,69.98,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,4,0,0.0,98.9823,27.48,15.34,1.86,70.62,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,5,0,0.0,98.9823,24.09,11.02,1.12,77.84,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,6,0,0.0,98.9823,21.92,5.7,1.6,76.56,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,7,0,0.0,98.9823,20.8,5.99,1.7,79.46,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,8,0,0.0,98.9823,21.12,8.13,6.26,81.76,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,9,0,0.0,98.9823,19.73,5.88,1.02,71.74,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,10,0,0.0,98.9823,23.4,6.31,2.35,76.88,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,11,0,0.0,98.9823,26.22,13.55,5.57,69.01,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2015,12,0,0.0,98.9823,31.41,14.04,1.96,68.96,16416297,80749.1244
ARG,Argentina,BUENOS AIRES,2016,1,0,0.0,99.0414,32.7,20.63,1.56,67.12,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,2,0,0.0,99.0414,31.77,18.3,5.14,70.28,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,3,0,0.0,99.0414,29.2,15.45,2.32,72.91,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,4,0,0.0,99.0414,26.43,8.61,6.79,81.11,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,5,0,0.0,99.0414,17.67,8.13,1.26,82.04,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,6,0,0.0,99.0414,14.96,5.12,1.05,83.3,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,7,0,0.0,99.0414,15.05,4.99,4.97,85.65,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,8,0,0.0,99.0414,21.43,5.89,1.76,80.64,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,9,0,0.0,99.0414,21.93,7.72,1.77,78.05,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,10,0,0.0,99.0414,23.76,9.3,3.53,79.79,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,11,0,0.0,99.0414,27.71,11.51,2.93,69.96,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2016,12,0,0.0,99.0414,30.89,15.73,3.18,64.47,16574540,81527.4963
ARG,Argentina,BUENOS AIRES,2017,1,0,0.0,99.0414,31.1,17.83,3.2,69.07,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,2,0,0.0,99.0414,30.54,16.81,4.42,77.13,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,3,0,0.0,99.0414,31.74,15.75,2.36,71.88,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,4,0,0.0,99.0414,26.17,11.42,2.93,75.03,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,5,0,0.0,99.0414,22.48,10.92,3.62,81.72,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,6,0,0.0,99.0414,20.64,6.77,0.05,78.92,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,7,0,0.0,99.0414,19.47,4.84,3.18,84.57,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,8,0,0.0,99.0414,20.11,8.58,4.74,81.86,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,9,0,0.0,99.0414,21.19,9.03,4.7,81.41,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,10,0,0.0,99.0414,23.03,10.8,3.65,75.1,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,11,0,0.0,99.0414,27.91,12.49,1.33,67.98,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2017,12,0,0.0,99.0414,33.07,16.27,3.31,68.58,16732783,82305.8682
ARG,Argentina,BUENOS AIRES,2018,1,0,0.0,99.0414,32.71,19.53,1.75,66.29,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,2,0,0.0,99.0414,33.7,16.64,2.52,65.95,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,3,0,0.0,99.0414,29.75,13.09,3.84,65.43,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,4,0,0.0,99.0414,27.04,14.14,6.08,81.24,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,5,0,0.0,99.0414,22.16,10.5,6.23,82.18,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,6,0,0.0,99.0414,16.35,3.89,0.32,80.28,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,7,0,0.0,99.0414,15.78,4.4,3.77,84.3,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,8,0,0.0,99.0414,19.5,5.68,1.84,81.23,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,9,0,0.0,99.0414,24.51,9.82,3.64,82.04,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,10,0,0.0,99.0414,24.87,11.67,0.94,73.59,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,11,0,0.0,99.0414,27.83,11.36,4.55,74.54,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2018,12,0,0.0,99.0414,28.88,12.49,7.46,71.54,16891025,83084.2351
ARG,Argentina,BUENOS AIRES,2019,1,0,0.0,99.0414,31.8,18.53,3.47,75.82,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,2,8,0.0469,99.0414,31.79,16.12,2.82,68.64,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,3,3,0.0176,99.0414,28.4,13.68,3.51,75.02,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,4,10,0.0587,99.0414,27.18,14.35,1.06,73.49,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,5,1,0.0059,99.0414,22.25,11.29,2.89,80.02,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,6,1,0.0059,99.0414,19.95,8.9,5.3,84.34,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,7,0,0.0,99.0414,19.21,4.79,2.77,81.54,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,8,0,0.0,99.0414,19.94,4.88,1.27,78.63,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,9,0,0.0,99.0414,23.04,5.8,1.2,73.64,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,10,0,0.0,99.0414,24.48,10.95,5.76,77.42,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,11,0,0.0,99.0414,30.53,15.41,1.93,71.76,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2019,12,0,0.0,99.0414,31.17,13.92,3.37,66.39,17049268,83862.607
ARG,Argentina,BUENOS AIRES,2020,1,28,0.1627,99.0414,32.75,17.58,2.38,65.65,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,2,486,2.8243,99.0414,32.16,15.08,1.96,67.11,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,3,3233,18.7883,99.0414,30.87,18.16,3.47,73.72,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,4,1688,9.8097,99.0414,25.97,12.37,2.93,75.06,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,5,440,2.557,99.0414,21.49,8.81,0.37,77.63,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,6,11,0.0639,99.0414,19.22,6.88,3.18,80.63,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,7,1,0.0058,99.0414,18.62,4.77,0.33,78.01,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,8,2,0.0116,99.0414,20.29,5.55,1.03,75.79,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,9,2,0.0116,99.0414,23.54,8.38,2.84,74.43,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,10,1,0.0058,99.0414,28.23,9.87,3.4,74.33,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,11,5,0.0291,99.0414,29.98,14.77,1.72,69.68,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2020,12,1,0.0058,99.0414,30.45,15.22,1.29,63.96,17207511,84640.9788
ARG,Argentina,BUENOS AIRES,2021,1,0,0.0,99.0414,31.87,17.7,3.63,66.24,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,2,0,0.0,99.0414,30.32,17.99,3.9,70.77,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,3,4,0.023,99.0414,29.9,13.96,2.79,73.48,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,4,4,0.023,99.0414,26.76,14.05,2.29,77.14,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,5,0,0.0,99.0414,24.31,8.42,2.48,75.4,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,6,0,0.0,99.0414,18.1,6.8,1.01,82.71,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,7,0,0.0,99.0414,18.26,4.84,1.52,80.45,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,8,0,0.0,99.0414,21.66,4.41,1.46,79.18,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,9,0,0.0,99.0414,21.54,8.92,4.16,82.66,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,10,0,0.0,99.0414,31.24,9.05,0.97,70.06,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,11,0,0.0,99.0414,30.47,12.31,3.6,68.42,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2021,12,0,0.0,99.0414,33.77,17.26,0.75,67.27,17365753,85419.3458
ARG,Argentina,BUENOS AIRES,2022,1,0,0.0,99.0414,36.06,17.66,4.62,68.14,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,2,0,0.0,99.0414,31.99,15.9,4.13,71.38,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,3,0,0.0,99.0414,27.36,11.9,2.43,72.72,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,4,0,0.0,99.0414,24.11,9.83,2.14,71.19,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,5,0,0.0,99.0414,20.97,6.39,1.09,76.31,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,6,0,0.0,99.0414,15.55,6.12,0.02,77.85,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,7,0,0.0,99.0414,19.74,5.58,1.38,82.84,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,8,0,0.0,99.0414,23.06,6.6,0.78,75.42,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,9,0,0.0,99.0414,21.95,8.33,0.59,69.4,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,10,0,0.0,99.0414,27.46,9.7,0.4,69.26,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,11,0,0.0,99.0414,32.47,11.69,0.61,62.95,17523996,86197.7177
ARG,Argentina,BUENOS AIRES,2022,12,0,0.0,99.0414,36.43,16.41,1.46,58.3,17523996,86197.7177
ARG,Argentina,CATAMARCA,2014,1,0,0.0,98.9232,40.15,12.68,2.49,51.26,388406,3.7856
ARG,Argentina,CATAMARCA,2014,2,0,0.0,98.9232,37.65,12.53,6.32,63.83,388406,3.7856
ARG,Argentina,CATAMARCA,2014,3,0,0.0,98.9232,32.9,10.96,2.43,63.59,388406,3.7856
ARG,Argentina,CATAMARCA,2014,4,0,0.0,98.9232,32.85,8.59,1.45,66.39,388406,3.7856
ARG,Argentina,CATAMARCA,2014,5,0,0.0,98.9232,28.95,2.87,0.3,60.4,388406,3.7856
ARG,Argentina,CATAMARCA,2014,6,0,0.0,98.9232,25.82,1.28,0.64,52.14,388406,3.7856
ARG,Argentina,CATAMARCA,2014,7,0,0.0,98.9232,26.88,1.28,0.14,48.6,388406,3.7856
ARG,Argentina,CATAMARCA,2014,8,0,0.0,98.9232,34.91,3.8,0.0,38.17,388406,3.7856
ARG,Argentina,CATAMARCA,2014,9,0,0.0,98.9232,35.91,6.0,0.13,38.1,388406,3.7856
ARG,Argentina,CATAMARCA,2014,10,0,0.0,98.9232,39.75,9.65,0.51,38.45,388406,3.7856
ARG,Argentina,CATAMARCA,2014,11,0,0.0,98.9232,38.05,12.86,1.38,44.54,388406,3.7856
ARG,Argentina,CATAMARCA,2014,12,0,0.0,98.9232,41.61,11.79,2.78,48.71,388406,3.7856
ARG,Argentina,CATAMARCA,2015,1,0,0.0,98.9823,37.13,15.33,5.13,58.6,393550,3.8357
ARG,Argentina,CATAMARCA,2015,2,0,0.0,98.9823,35.77,12.07,4.41,64.22,393550,3.8357
ARG,Argentina,CATAMARCA,2015,3,0,0.0,98.9823,33.25,11.9,2.52,70.24,393550,3.8357
ARG,Argentina,CATAMARCA,2015,4,0,0.0,98.9823,31.13,11.2,0.42,65.75,393550,3.8357
ARG,Argentina,CATAMARCA,2015,5,0,0.0,98.9823,29.27,8.3,0.19,59.75,393550,3.8357
ARG,Argentina,CATAMARCA,2015,6,0,0.0,98.9823,30.48,3.28,0.02,49.64,393550,3.8357
ARG,Argentina,CATAMARCA,2015,7,0,0.0,98.9823,30.29,2.89,0.26,46.24,393550,3.8357
ARG,Argentina,CATAMARCA,2015,8,0,0.0,98.9823,35.23,1.91,0.82,46.09,393550,3.8357
ARG,Argentina,CATAMARCA,2015,9,0,0.0,98.9823,35.22,5.42,0.12,40.19,393550,3.8357
ARG,Argentina,CATAMARCA,2015,10,0,0.0,98.9823,39.87,6.61,1.16,42.5,393550,3.8357
ARG,Argentina,CATAMARCA,2015,11,0,0.0,98.9823,35.73,10.49,2.35,53.14,393550,3.8357
ARG,Argentina,CATAMARCA,2015,12,0,0.0,98.9823,38.14,13.61,3.96,53.65,393550,3.8357
ARG,Argentina,CATAMARCA,2016,1,0,0.0,99.0414,40.25,16.54,5.76,61.45,398695,3.8858
ARG,Argentina,CATAMARCA,2016,2,0,0.0,99.0414,37.09,16.82,2.05,63.65,398695,3.8858
ARG,Argentina,CATAMARCA,2016,3,0,0.0,99.0414,35.56,12.53,1.28,64.13,398695,3.8858
ARG,Argentina,CATAMARCA,2016,4,0,0.0,99.0414,33.36,1.7,2.69,63.84,398695,3.8858
ARG,Argentina,CATAMARCA,2016,5,0,0.0,99.0414,29.44,4.63,0.31,71.54,398695,3.8858
ARG,Argentina,CATAMARCA,2016,6,0,0.0,99.0414,22.01,0.77,1.19,64.27,398695,3.8858
ARG,Argentina,CATAMARCA,2016,7,0,0.0,99.0414,26.9,2.76,0.16,56.63,398695,3.8858
ARG,Argentina,CATAMARCA,2016,8,0,0.0,99.0414,34.62,2.47,0.22,46.02,398695,3.8858
ARG,Argentina,CATAMARCA,2016,9,0,0.0,99.0414,34.5,0.11,0.17,44.19,398695,3.8858
ARG,Argentina,CATAMARCA,2016,10,0,0.0,99.0414,37.3,7.82,0.48,41.86,398695,3.8858
ARG,Argentina,CATAMARCA,2016,11,0,0.0,99.0414,39.3,8.02,3.81,46.55,398695,3.8858
ARG,Argentina,CATAMARCA,2016,12,0,0.0,99.0414,39.47,13.11,1.48,52.49,398695,3.8858
ARG,Argentina,CATAMARCA,2017,1,0,0.0,99.0414,40.68,18.34,1.78,49.5,403840,3.936
ARG,Argentina,CATAMARCA,2017,2,0,0.0,99.0414,36.62,16.51,4.03,56.75,403840,3.936
ARG,Argentina,CATAMARCA,2017,3,0,0.0,99.0414,36.51,13.63,3.23,64.33,403840,3.936
ARG,Argentina,CATAMARCA,2017,4,0,0.0,99.0414,31.49,7.94,3.21,64.27,403840,3.936
ARG,Argentina,CATAMARCA,2017,5,0,0.0,99.0414,28.29,2.8,0.19,63.24,403840,3.936
ARG,Argentina,CATAMARCA,2017,6,0,0.0,99.0414,30.45,2.19,0.13,51.2,403840,3.936
ARG,Argentina,CATAMARCA,2017,7,0,0.0,99.0414,29.8,-1.6,0.05,51.97,403840,3.936
ARG,Argentina,CATAMARCA,2017,8,0,0.0,99.0414,29.41,3.49,0.16,43.82,403840,3.936
ARG,Argentina,CATAMARCA,2017,9,0,0.0,99.0414,35.01,4.67,2.23,43.65,403840,3.936
ARG,Argentina,CATAMARCA,2017,10,0,0.0,99.0414,37.72,6.36,0.71,40.09,403840,3.936
ARG,Argentina,CATAMARCA,2017,11,0,0.0,99.0414,40.65,13.41,0.56,38.5,403840,3.936
ARG,Argentina,CATAMARCA,2017,12,0,0.0,99.0414,40.85,15.9,3.97,49.12,403840,3.936
ARG,Argentina,CATAMARCA,2018,1,0,0.0,99.0414,35.92,14.81,4.96,59.98,408984,3.9861
ARG,Argentina,CATAMARCA,2018,2,0,0.0,99.0414,35.24,13.95,2.18,63.14,408984,3.9861
ARG,Argentina,CATAMARCA,2018,3,0,0.0,99.0414,35.52,9.69,0.7,55.3,408984,3.9861
ARG,Argentina,CATAMARCA,2018,4,0,0.0,99.0414,34.24,10.17,0.4,61.33,408984,3.9861
ARG,Argentina,CATAMARCA,2018,5,0,0.0,99.0414,31.55,6.69,0.65,57.19,408984,3.9861
ARG,Argentina,CATAMARCA,2018,6,0,0.0,99.0414,26.36,-1.55,0.06,43.53,408984,3.9861
ARG,Argentina,CATAMARCA,2018,7,0,0.0,99.0414,30.13,-1.45,0.31,46.03,408984,3.9861
ARG,Argentina,CATAMARCA,2018,8,0,0.0,99.0414,32.39,1.32,0.01,28.55,408984,3.9861
ARG,Argentina,CATAMARCA,2018,9,0,0.0,99.0414,38.25,4.03,0.23,33.57,408984,3.9861
ARG,Argentina,CATAMARCA,2018,10,0,0.0,99.0414,35.98,9.87,1.35,44.45,408984,3.9861
ARG,Argentina,CATAMARCA,2018,11,0,0.0,99.0414,38.31,11.95,1.81,51.48,408984,3.9861
ARG,Argentina,CATAMARCA,2018,12,0,0.0,99.0414,38.1,11.75,3.71,55.36,408984,3.9861
ARG,Argentina,CATAMARCA,2019,1,0,0.0,99.0414,38.81,12.15,4.3,61.83,414128,4.0363
ARG,Argentina,CATAMARCA,2019,2,0,0.0,99.0414,37.92,13.08,2.9,61.31,414128,4.0363
ARG,Argentina,CATAMARCA,2019,3,0,0.0,99.0414,36.12,11.31,4.06,67.44,414128,4.0363
ARG,Argentina,CATAMARCA,2019,4,0,0.0,99.0414,31.16,10.05,2.15,64.62,414128,4.0363
ARG,Argentina,CATAMARCA,2019,5,0,0.0,99.0414,30.87,1.75,0.33,63.53,414128,4.0363
ARG,Argentina,CATAMARCA,2019,6,0,0.0,99.0414,30.33,0.67,0.07,50.48,414128,4.0363
ARG,Argentina,CATAMARCA,2019,7,0,0.0,99.0414,31.02,0.84,0.06,51.36,414128,4.0363
ARG,Argentina,CATAMARCA,2019,8,0,0.0,99.0414,32.04,2.43,0.0,43.04,414128,4.0363
ARG,Argentina,CATAMARCA,2019,9,0,0.0,99.0414,38.38,4.45,0.37,40.28,414128,4.0363
ARG,Argentina,CATAMARCA,2019,10,0,0.0,99.0414,39.02,7.89,0.74,40.58,414128,4.0363
ARG,Argentina,CATAMARCA,2019,11,0,0.0,99.0414,37.97,14.88,1.85,48.19,414128,4.0363
ARG,Argentina,CATAMARCA,2019,12,0,0.0,99.0414,41.33,12.16,1.87,48.86,414128,4.0363
ARG,Argentina,CATAMARCA,2020,1,0,0.0,99.0414,38.01,15.7,4.15,55.0,419273,4.0864
ARG,Argentina,CATAMARCA,2020,2,17,4.0546,99.0414,38.5,13.81,2.59,60.61,419273,4.0864
ARG,Argentina,CATAMARCA,2020,3,204,48.6556,99.0414,36.42,14.37,1.76,59.68,419273,4.0864
ARG,Argentina,CATAMARCA,2020,4,82,19.5577,99.0414,32.84,11.63,0.74,59.62,419273,4.0864
ARG,Argentina,CATAMARCA,2020,5,23,5.4857,99.0414,33.94,3.05,0.04,45.95,419273,4.0864
ARG,Argentina,CATAMARCA,2020,6,0,0.0,99.0414,30.35,2.58,0.94,48.34,419273,4.0864
ARG,Argentina,CATAMARCA,2020,7,0,0.0,99.0414,29.58,-0.51,0.03,41.91,419273,4.0864
ARG,Argentina,CATAMARCA,2020,8,0,0.0,99.0414,34.11,2.55,0.0,31.79,419273,4.0864
ARG,Argentina,CATAMARCA,2020,9,0,0.0,99.0414,38.3,2.92,0.0,34.19,419273,4.0864
ARG,Argentina,CATAMARCA,2020,10,0,0.0,99.0414,39.93,7.78,1.03,39.35,419273,4.0864
ARG,Argentina,CATAMARCA,2020,11,0,0.0,99.0414,37.91,10.43,2.37,46.8,419273,4.0864
ARG,Argentina,CATAMARCA,2020,12,0,0.0,99.0414,38.33,12.52,1.8,49.36,419273,4.0864
ARG,Argentina,CATAMARCA,2021,1,0,0.0,99.0414,38.23,15.99,2.78,55.7,424418,4.1365
ARG,Argentina,CATAMARCA,2021,2,0,0.0,99.0414,35.74,15.3,2.67,61.3,424418,4.1365
ARG,Argentina,CATAMARCA,2021,3,0,0.0,99.0414,33.17,9.57,6.53,67.0,424418,4.1365
ARG,Argentina,CATAMARCA,2021,4,1,0.2356,99.0414,31.35,11.67,1.12,68.89,424418,4.1365
ARG,Argentina,CATAMARCA,2021,5,0,0.0,99.0414,29.09,4.05,0.34,58.49,424418,4.1365
ARG,Argentina,CATAMARCA,2021,6,0,0.0,99.0414,29.01,-2.31,6.03,54.93,424418,4.1365
ARG,Argentina,CATAMARCA,2021,7,0,0.0,99.0414,27.68,1.25,0.0,48.69,424418,4.1365
ARG,Argentina,CATAMARCA,2021,8,0,0.0,99.0414,31.7,2.22,0.0,45.12,424418,4.1365
ARG,Argentina,CATAMARCA,2021,9,0,0.0,99.0414,36.8,4.85,0.15,44.78,424418,4.1365
ARG,Argentina,CATAMARCA,2021,10,0,0.0,99.0414,36.48,8.22,0.41,37.12,424418,4.1365
ARG,Argentina,CATAMARCA,2021,11,0,0.0,99.0414,39.44,11.43,1.36,46.9,424418,4.1365
ARG,Argentina,CATAMARCA,2021,12,0,0.0,99.0414,39.19,15.54,2.31,50.22,424418,4.1365
ARG,Argentina,CATAMARCA,2022,1,0,0.0,99.0414,40.82,15.24,4.04,46.17,429562,4.1867
ARG,Argentina,CATAMARCA,2022,2,0,0.0,99.0414,37.85,14.05,2.06,58.15,429562,4.1867
ARG,Argentina,CATAMARCA,2022,3,0,0.0,99.0414,37.06,7.63,2.09,56.33,429562,4.1867
ARG,Argentina,CATAMARCA,2022,4,0,0.0,99.0414,33.22,8.51,1.14,55.1,429562,4.1867
ARG,Argentina,CATAMARCA,2022,5,0,0.0,99.0414,27.22,2.07,0.13,57.64,429562,4.1867
ARG,Argentina,CATAMARCA,2022,6,0,0.0,99.0414,25.2,0.83,0.01,51.79,429562,4.1867
ARG,Argentina,CATAMARCA,2022,7,0,0.0,99.0414,31.55,-0.05,0.16,41.03,429562,4.1867
ARG,Argentina,CATAMARCA,2022,8,0,0.0,99.0414,33.18,1.94,0.01,32.25,429562,4.1867
ARG,Argentina,CATAMARCA,2022,9,0,0.0,99.0414,35.61,4.17,1.15,31.72,429562,4.1867
ARG,Argentina,CATAMARCA,2022,10,0,0.0,99.0414,38.25,5.28,0.16,39.06,429562,4.1867
ARG,Argentina,CATAMARCA,2022,11,0,0.0,99.0414,36.34,7.16,4.22,41.77,429562,4.1867
ARG,Argentina,CATAMARCA,2022,12,0,0.0,99.0414,39.88,12.72,2.31,49.72,429562,4.1867
ARG,Argentina,CHACO,2014,1,0,0.0,98.9232,39.54,16.1,5.63,63.62,1080041,10.8402
ARG,Argentina,CHACO,2014,2,0,0.0,98.9232,41.24,14.03,3.95,55.91,1080041,10.8402
ARG,Argentina,CHACO,2014,3,0,0.0,98.9232,37.13,8.74,6.55,69.27,1080041,10.8402
ARG,Argentina,CHACO,2014,4,0,0.0,98.9232,33.61,7.04,3.94,82.45,1080041,10.8402
ARG,Argentina,CHACO,2014,5,0,0.0,98.9232,30.53,3.42,1.64,84.37,1080041,10.8402
ARG,Argentina,CHACO,2014,6,0,0.0,98.9232,29.21,4.29,1.14,76.46,1080041,10.8402
ARG,Argentina,CHACO,2014,7,0,0.0,98.9232,31.57,1.27,0.87,73.96,1080041,10.8402
ARG,Argentina,CHACO,2014,8,0,0.0,98.9232,36.24,3.18,0.0,58.95,1080041,10.8402
ARG,Argentina,CHACO,2014,9,0,0.0,98.9232,39.2,10.62,0.98,60.98,1080041,10.8402
ARG,Argentina,CHACO,2014,10,0,0.0,98.9232,45.4,15.09,1.63,50.99,1080041,10.8402
ARG,Argentina,CHACO,2014,11,0,0.0,98.9232,38.15,11.89,6.08,64.88,1080041,10.8402
ARG,Argentina,CHACO,2014,12,0,0.0,98.9232,41.14,14.37,3.15,56.03,1080041,10.8402
ARG,Argentina,CHACO,2015,1,0,0.0,98.9823,42.17,15.11,5.51,63.41,1086237,10.9024
ARG,Argentina,CHACO,2015,2,0,0.0,98.9823,39.76,14.63,3.72,64.52,1086237,10.9024
ARG,Argentina,CHACO,2015,3,0,0.0,98.9823,38.22,14.96,2.26,60.19,1086237,10.9024
ARG,Argentina,CHACO,2015,4,0,0.0,98.9823,34.41,13.05,4.54,75.02,1086237,10.9024
ARG,Argentina,CHACO,2015,5,0,0.0,98.9823,32.39,7.31,4.6,82.09,1086237,10.9024
ARG,Argentina,CHACO,2015,6,0,0.0,98.9823,29.07,1.16,1.49,82.58,1086237,10.9024
ARG,Argentina,CHACO,2015,7,0,0.0,98.9823,33.16,2.5,0.11,75.62,1086237,10.9024
ARG,Argentina,CHACO,2015,8,0,0.0,98.9823,38.11,7.84,2.19,68.8,1086237,10.9024
ARG,Argentina,CHACO,2015,9,0,0.0,98.9823,41.06,5.53,0.03,55.2,1086237,10.9024
