iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,tmax_lag1,tmax_lag2,tmax_lag3,tmin_lag1,tmin_lag2,tmin_lag3,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,humedad_lag1,humedad_lag2,humedad_lag3,incidencia_lag1,incidencia_lag2,incidencia_lag3,poblacion
ARG,Argentina,CATAMARCA,2015,6,0,0.0,98.9823,30.48,3.28,0.02,49.64,29.27,31.13,33.25,8.3,11.2,11.9,0.19,0.42,2.52,59.75,65.75,70.24,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2015,7,0,0.0,98.9823,30.29,2.89,0.26,46.24,30.48,29.27,31.13,3.28,8.3,11.2,0.02,0.19,0.42,49.64,59.75,65.75,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2015,8,0,0.0,98.9823,35.23,1.91,0.82,46.09,30.29,30.48,29.27,2.89,3.28,8.3,0.26,0.02,0.19,46.24,49.64,59.75,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2015,9,0,0.0,98.9823,35.22,5.42,0.12,40.19,35.23,30.29,30.48,1.91,2.89,3.28,0.82,0.26,0.02,46.09,46.24,49.64,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2015,10,0,0.0,98.9823,39.87,6.61,1.16,42.5,35.22,35.23,30.29,5.42,1.91,2.89,0.12,0.82,0.26,40.19,46.09,46.24,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2015,11,0,0.0,98.9823,35.73,10.49,2.35,53.14,39.87,35.22,35.23,6.61,5.42,1.91,1.16,0.12,0.82,42.5,40.19,46.09,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2015,12,0,0.0,98.9823,38.14,13.61,3.96,53.65,35.73,39.87,35.22,10.49,6.61,5.42,2.35,1.16,0.12,53.14,42.5,40.19,0.0,0.0,0.0,393550
ARG,Argentina,CATAMARCA,2016,1,0,0.0,99.0414,40.25,16.54,5.76,61.45,38.14,35.73,39.87,13.61,10.49,6.61,3.96,2.35,1.16,53.65,53.14,42.5,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,2,0,0.0,99.0414,37.09,16.82,2.05,63.65,40.25,38.14,35.73,16.54,13.61,10.49,5.76,3.96,2.35,61.45,53.65,53.14,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,3,0,0.0,99.0414,35.56,12.53,1.28,64.13,37.09,40.25,38.14,16.82,16.54,13.61,2.05,5.76,3.96,63.65,61.45,53.65,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,4,0,0.0,99.0414,33.36,1.7,2.69,63.84,35.56,37.09,40.25,12.53,16.82,16.54,1.28,2.05,5.76,64.13,63.65,61.45,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,5,0,0.0,99.0414,29.44,4.63,0.31,71.54,33.36,35.56,37.09,1.7,12.53,16.82,2.69,1.28,2.05,63.84,64.13,63.65,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,6,0,0.0,99.0414,22.01,0.77,1.19,64.27,29.44,33.36,35.56,4.63,1.7,12.53,0.31,2.69,1.28,71.54,63.84,64.13,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,7,0,0.0,99.0414,26.9,2.76,0.16,56.63,22.01,29.44,33.36,0.77,4.63,1.7,1.19,0.31,2.69,64.27,71.54,63.84,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,8,0,0.0,99.0414,34.62,2.47,0.22,46.02,26.9,22.01,29.44,2.76,0.77,4.63,0.16,1.19,0.31,56.63,64.27,71.54,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,9,0,0.0,99.0414,34.5,0.11,0.17,44.19,34.62,26.9,22.01,2.47,2.76,0.77,0.22,0.16,1.19,46.02,56.63,64.27,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,10,0,0.0,99.0414,37.3,7.82,0.48,41.86,34.5,34.62,26.9,0.11,2.47,2.76,0.17,0.22,0.16,44.19,46.02,56.63,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,11,0,0.0,99.0414,39.3,8.02,3.81,46.55,37.3,34.5,34.62,7.82,0.11,2.47,0.48,0.17,0.22,41.86,44.19,46.02,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2016,12,0,0.0,99.0414,39.47,13.11,1.48,52.49,39.3,37.3,34.5,8.02,7.82,0.11,3.81,0.48,0.17,46.55,41.86,44.19,0.0,0.0,0.0,398695
ARG,Argentina,CATAMARCA,2017,1,0,0.0,99.0414,40.68,18.34,1.78,49.5,39.47,39.3,37.3,13.11,8.02,7.82,1.48,3.81,0.48,52.49,46.55,41.86,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,2,0,0.0,99.0414,36.62,16.51,4.03,56.75,40.68,39.47,39.3,18.34,13.11,8.02,1.78,1.48,3.81,49.5,52.49,46.55,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,3,0,0.0,99.0414,36.51,13.63,3.23,64.33,36.62,40.68,39.47,16.51,18.34,13.11,4.03,1.78,1.48,56.75,49.5,52.49,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,4,0,0.0,99.0414,31.49,7.94,3.21,64.27,36.51,36.62,40.68,13.63,16.51,18.34,3.23,4.03,1.78,64.33,56.75,49.5,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,5,0,0.0,99.0414,28.29,2.8,0.19,63.24,31.49,36.51,36.62,7.94,13.63,16.51,3.21,3.23,4.03,64.27,64.33,56.75,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,6,0,0.0,99.0414,30.45,2.19,0.13,51.2,28.29,31.49,36.51,2.8,7.94,13.63,0.19,3.21,3.23,63.24,64.27,64.33,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,7,0,0.0,99.0414,29.8,-1.6,0.05,51.97,30.45,28.29,31.49,2.19,2.8,7.94,0.13,0.19,3.21,51.2,63.24,64.27,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,8,0,0.0,99.0414,29.41,3.49,0.16,43.82,29.8,30.45,28.29,-1.6,2.19,2.8,0.05,0.13,0.19,51.97,51.2,63.24,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,9,0,0.0,99.0414,35.01,4.67,2.23,43.65,29.41,29.8,30.45,3.49,-1.6,2.19,0.16,0.05,0.13,43.82,51.97,51.2,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,10,0,0.0,99.0414,37.72,6.36,0.71,40.09,35.01,29.41,29.8,4.67,3.49,-1.6,2.23,0.16,0.05,43.65,43.82,51.97,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,11,0,0.0,99.0414,40.65,13.41,0.56,38.5,37.72,35.01,29.41,6.36,4.67,3.49,0.71,2.23,0.16,40.09,43.65,43.82,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2017,12,0,0.0,99.0414,40.85,15.9,3.97,49.12,40.65,37.72,35.01,13.41,6.36,4.67,0.56,0.71,2.23,38.5,40.09,43.65,0.0,0.0,0.0,403840
ARG,Argentina,CATAMARCA,2018,1,0,0.0,99.0414,35.92,14.81,4.96,59.98,40.85,40.65,37.72,15.9,13.41,6.36,3.97,0.56,0.71,49.12,38.5,40.09,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,2,0,0.0,99.0414,35.24,13.95,2.18,63.14,35.92,40.85,40.65,14.81,15.9,13.41,4.96,3.97,0.56,59.98,49.12,38.5,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,3,0,0.0,99.0414,35.52,9.69,0.7,55.3,35.24,35.92,40.85,13.95,14.81,15.9,2.18,4.96,3.97,63.14,59.98,49.12,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,4,0,0.0,99.0414,34.24,10.17,0.4,61.33,35.52,35.24,35.92,9.69,13.95,14.81,0.7,2.18,4.96,55.3,63.14,59.98,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,5,0,0.0,99.0414,31.55,6.69,0.65,57.19,34.24,35.52,35.24,10.17,9.69,13.95,0.4,0.7,2.18,61.33,55.3,63.14,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,6,0,0.0,99.0414,26.36,-1.55,0.06,43.53,31.55,34.24,35.52,6.69,10.17,9.69,0.65,0.4,0.7,57.19,61.33,55.3,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,7,0,0.0,99.0414,30.13,-1.45,0.31,46.03,26.36,31.55,34.24,-1.55,6.69,10.17,0.06,0.65,0.4,43.53,57.19,61.33,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,8,0,0.0,99.0414,32.39,1.32,0.01,28.55,30.13,26.36,31.55,-1.45,-1.55,6.69,0.31,0.06,0.65,46.03,43.53,57.19,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,9,0,0.0,99.0414,38.25,4.03,0.23,33.57,32.39,30.13,26.36,1.32,-1.45,-1.55,0.01,0.31,0.06,28.55,46.03,43.53,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,10,0,0.0,99.0414,35.98,9.87,1.35,44.45,38.25,32.39,30.13,4.03,1.32,-1.45,0.23,0.01,0.31,33.57,28.55,46.03,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,11,0,0.0,99.0414,38.31,11.95,1.81,51.48,35.98,38.25,32.39,9.87,4.03,1.32,1.35,0.23,0.01,44.45,33.57,28.55,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2018,12,0,0.0,99.0414,38.1,11.75,3.71,55.36,38.31,35.98,38.25,11.95,9.87,4.03,1.81,1.35,0.23,51.48,44.45,33.57,0.0,0.0,0.0,408984
ARG,Argentina,CATAMARCA,2019,1,0,0.0,99.0414,38.81,12.15,4.3,61.83,38.1,38.31,35.98,11.75,11.95,9.87,3.71,1.81,1.35,55.36,51.48,44.45,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,2,0,0.0,99.0414,37.92,13.08,2.9,61.31,38.81,38.1,38.31,12.15,11.75,11.95,4.3,3.71,1.81,61.83,55.36,51.48,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,3,0,0.0,99.0414,36.12,11.31,4.06,67.44,37.92,38.81,38.1,13.08,12.15,11.75,2.9,4.3,3.71,61.31,61.83,55.36,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,4,0,0.0,99.0414,31.16,10.05,2.15,64.62,36.12,37.92,38.81,11.31,13.08,12.15,4.06,2.9,4.3,67.44,61.31,61.83,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,5,0,0.0,99.0414,30.87,1.75,0.33,63.53,31.16,36.12,37.92,10.05,11.31,13.08,2.15,4.06,2.9,64.62,67.44,61.31,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,6,0,0.0,99.0414,30.33,0.67,0.07,50.48,30.87,31.16,36.12,1.75,10.05,11.31,0.33,2.15,4.06,63.53,64.62,67.44,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,7,0,0.0,99.0414,31.02,0.84,0.06,51.36,30.33,30.87,31.16,0.67,1.75,10.05,0.07,0.33,2.15,50.48,63.53,64.62,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,8,0,0.0,99.0414,32.04,2.43,0.0,43.04,31.02,30.33,30.87,0.84,0.67,1.75,0.06,0.07,0.33,51.36,50.48,63.53,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,9,0,0.0,99.0414,38.38,4.45,0.37,40.28,32.04,31.02,30.33,2.43,0.84,0.67,0.0,0.06,0.07,43.04,51.36,50.48,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,10,0,0.0,99.0414,39.02,7.89,0.74,40.58,38.38,32.04,31.02,4.45,2.43,0.84,0.37,0.0,0.06,40.28,43.04,51.36,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,11,0,0.0,99.0414,37.97,14.88,1.85,48.19,39.02,38.38,32.04,7.89,4.45,2.43,0.74,0.37,0.0,40.58,40.28,43.04,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2019,12,0,0.0,99.0414,41.33,12.16,1.87,48.86,37.97,39.02,38.38,14.88,7.89,4.45,1.85,0.74,0.37,48.19,40.58,40.28,0.0,0.0,0.0,414128
ARG,Argentina,CATAMARCA,2020,1,0,0.0,99.0414,38.01,15.7,4.15,55.0,41.33,37.97,39.02,12.16,14.88,7.89,1.87,1.85,0.74,48.86,48.19,40.58,0.0,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2020,2,17,4.0546,99.0414,38.5,13.81,2.59,60.61,38.01,41.33,37.97,15.7,12.16,14.88,4.15,1.87,1.85,55.0,48.86,48.19,0.0,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2020,3,204,48.6556,99.0414,36.42,14.37,1.76,59.68,38.5,38.01,41.33,13.81,15.7,12.16,2.59,4.15,1.87,60.61,55.0,48.86,4.0546,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2020,4,82,19.5577,99.0414,32.84,11.63,0.74,59.62,36.42,38.5,38.01,14.37,13.81,15.7,1.76,2.59,4.15,59.68,60.61,55.0,48.6556,4.0546,0.0,419273
ARG,Argentina,CATAMARCA,2020,5,23,5.4857,99.0414,33.94,3.05,0.04,45.95,32.84,36.42,38.5,11.63,14.37,13.81,0.74,1.76,2.59,59.62,59.68,60.61,19.5577,48.6556,4.0546,419273
ARG,Argentina,CATAMARCA,2020,6,0,0.0,99.0414,30.35,2.58,0.94,48.34,33.94,32.84,36.42,3.05,11.63,14.37,0.04,0.74,1.76,45.95,59.62,59.68,5.4857,19.5577,48.6556,419273
ARG,Argentina,CATAMARCA,2020,7,0,0.0,99.0414,29.58,-0.51,0.03,41.91,30.35,33.94,32.84,2.58,3.05,11.63,0.94,0.04,0.74,48.34,45.95,59.62,0.0,5.4857,19.5577,419273
ARG,Argentina,CATAMARCA,2020,8,0,0.0,99.0414,34.11,2.55,0.0,31.79,29.58,30.35,33.94,-0.51,2.58,3.05,0.03,0.94,0.04,41.91,48.34,45.95,0.0,0.0,5.4857,419273
ARG,Argentina,CATAMARCA,2020,9,0,0.0,99.0414,38.3,2.92,0.0,34.19,34.11,29.58,30.35,2.55,-0.51,2.58,0.0,0.03,0.94,31.79,41.91,48.34,0.0,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2020,10,0,0.0,99.0414,39.93,7.78,1.03,39.35,38.3,34.11,29.58,2.92,2.55,-0.51,0.0,0.0,0.03,34.19,31.79,41.91,0.0,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2020,11,0,0.0,99.0414,37.91,10.43,2.37,46.8,39.93,38.3,34.11,7.78,2.92,2.55,1.03,0.0,0.0,39.35,34.19,31.79,0.0,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2020,12,0,0.0,99.0414,38.33,12.52,1.8,49.36,37.91,39.93,38.3,10.43,7.78,2.92,2.37,1.03,0.0,46.8,39.35,34.19,0.0,0.0,0.0,419273
ARG,Argentina,CATAMARCA,2021,1,0,0.0,99.0414,38.23,15.99,2.78,55.7,38.33,37.91,39.93,12.52,10.43,7.78,1.8,2.37,1.03,49.36,46.8,39.35,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,2,0,0.0,99.0414,35.74,15.3,2.67,61.3,38.23,38.33,37.91,15.99,12.52,10.43,2.78,1.8,2.37,55.7,49.36,46.8,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,3,0,0.0,99.0414,33.17,9.57,6.53,67.0,35.74,38.23,38.33,15.3,15.99,12.52,2.67,2.78,1.8,61.3,55.7,49.36,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,4,1,0.2356,99.0414,31.35,11.67,1.12,68.89,33.17,35.74,38.23,9.57,15.3,15.99,6.53,2.67,2.78,67.0,61.3,55.7,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,5,0,0.0,99.0414,29.09,4.05,0.34,58.49,31.35,33.17,35.74,11.67,9.57,15.3,1.12,6.53,2.67,68.89,67.0,61.3,0.2356,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,6,0,0.0,99.0414,29.01,-2.31,6.03,54.93,29.09,31.35,33.17,4.05,11.67,9.57,0.34,1.12,6.53,58.49,68.89,67.0,0.0,0.2356,0.0,424418
ARG,Argentina,CATAMARCA,2021,7,0,0.0,99.0414,27.68,1.25,0.0,48.69,29.01,29.09,31.35,-2.31,4.05,11.67,6.03,0.34,1.12,54.93,58.49,68.89,0.0,0.0,0.2356,424418
ARG,Argentina,CATAMARCA,2021,8,0,0.0,99.0414,31.7,2.22,0.0,45.12,27.68,29.01,29.09,1.25,-2.31,4.05,0.0,6.03,0.34,48.69,54.93,58.49,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,9,0,0.0,99.0414,36.8,4.85,0.15,44.78,31.7,27.68,29.01,2.22,1.25,-2.31,0.0,0.0,6.03,45.12,48.69,54.93,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,10,0,0.0,99.0414,36.48,8.22,0.41,37.12,36.8,31.7,27.68,4.85,2.22,1.25,0.15,0.0,0.0,44.78,45.12,48.69,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,11,0,0.0,99.0414,39.44,11.43,1.36,46.9,36.48,36.8,31.7,8.22,4.85,2.22,0.41,0.15,0.0,37.12,44.78,45.12,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2021,12,0,0.0,99.0414,39.19,15.54,2.31,50.22,39.44,36.48,36.8,11.43,8.22,4.85,1.36,0.41,0.15,46.9,37.12,44.78,0.0,0.0,0.0,424418
ARG,Argentina,CATAMARCA,2022,1,0,0.0,99.0414,40.82,15.24,4.04,46.17,39.19,39.44,36.48,15.54,11.43,8.22,2.31,1.36,0.41,50.22,46.9,37.12,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,2,0,0.0,99.0414,37.85,14.05,2.06,58.15,40.82,39.19,39.44,15.24,15.54,11.43,4.04,2.31,1.36,46.17,50.22,46.9,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,3,0,0.0,99.0414,37.06,7.63,2.09,56.33,37.85,40.82,39.19,14.05,15.24,15.54,2.06,4.04,2.31,58.15,46.17,50.22,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,4,0,0.0,99.0414,33.22,8.51,1.14,55.1,37.06,37.85,40.82,7.63,14.05,15.24,2.09,2.06,4.04,56.33,58.15,46.17,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,5,0,0.0,99.0414,27.22,2.07,0.13,57.64,33.22,37.06,37.85,8.51,7.63,14.05,1.14,2.09,2.06,55.1,56.33,58.15,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,6,0,0.0,99.0414,25.2,0.83,0.01,51.79,27.22,33.22,37.06,2.07,8.51,7.63,0.13,1.14,2.09,57.64,55.1,56.33,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,7,0,0.0,99.0414,31.55,-0.05,0.16,41.03,25.2,27.22,33.22,0.83,2.07,8.51,0.01,0.13,1.14,51.79,57.64,55.1,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,8,0,0.0,99.0414,33.18,1.94,0.01,32.25,31.55,25.2,27.22,-0.05,0.83,2.07,0.16,0.01,0.13,41.03,51.79,57.64,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,9,0,0.0,99.0414,35.61,4.17,1.15,31.72,33.18,31.55,25.2,1.94,-0.05,0.83,0.01,0.16,0.01,32.25,41.03,51.79,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,10,0,0.0,99.0414,38.25,5.28,0.16,39.06,35.61,33.18,31.55,4.17,1.94,-0.05,1.15,0.01,0.16,31.72,32.25,41.03,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,11,0,0.0,99.0414,36.34,7.16,4.22,41.77,38.25,35.61,33.18,5.28,4.17,1.94,0.16,1.15,0.01,39.06,31.72,32.25,0.0,0.0,0.0,429562
ARG,Argentina,CATAMARCA,2022,12,0,0.0,99.0414,39.88,12.72,2.31,49.72,36.34,38.25,35.61,7.16,5.28,4.17,4.22,0.16,1.15,41.77,39.06,31.72,0.0,0.0,0.0,429562
ARG,Argentina,CHACO,2014,4,0,0.0,98.9232,33.61,7.04,3.94,82.45,37.13,41.24,39.54,8.74,14.03,16.1,6.55,3.95,5.63,69.27,55.91,63.62,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,5,0,0.0,98.9232,30.53,3.42,1.64,84.37,33.61,37.13,41.24,7.04,8.74,14.03,3.94,6.55,3.95,82.45,69.27,55.91,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,6,0,0.0,98.9232,29.21,4.29,1.14,76.46,30.53,33.61,37.13,3.42,7.04,8.74,1.64,3.94,6.55,84.37,82.45,69.27,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,7,0,0.0,98.9232,31.57,1.27,0.87,73.96,29.21,30.53,33.61,4.29,3.42,7.04,1.14,1.64,3.94,76.46,84.37,82.45,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,8,0,0.0,98.9232,36.24,3.18,0.0,58.95,31.57,29.21,30.53,1.27,4.29,3.42,0.87,1.14,1.64,73.96,76.46,84.37,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,9,0,0.0,98.9232,39.2,10.62,0.98,60.98,36.24,31.57,29.21,3.18,1.27,4.29,0.0,0.87,1.14,58.95,73.96,76.46,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,10,0,0.0,98.9232,45.4,15.09,1.63,50.99,39.2,36.24,31.57,10.62,3.18,1.27,0.98,0.0,0.87,60.98,58.95,73.96,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,11,0,0.0,98.9232,38.15,11.89,6.08,64.88,45.4,39.2,36.24,15.09,10.62,3.18,1.63,0.98,0.0,50.99,60.98,58.95,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2014,12,0,0.0,98.9232,41.14,14.37,3.15,56.03,38.15,45.4,39.2,11.89,15.09,10.62,6.08,1.63,0.98,64.88,50.99,60.98,0.0,0.0,0.0,1080041
ARG,Argentina,CHACO,2015,1,0,0.0,98.9823,42.17,15.11,5.51,63.41,41.14,38.15,45.4,14.37,11.89,15.09,3.15,6.08,1.63,56.03,64.88,50.99,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,2,0,0.0,98.9823,39.76,14.63,3.72,64.52,42.17,41.14,38.15,15.11,14.37,11.89,5.51,3.15,6.08,63.41,56.03,64.88,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,3,0,0.0,98.9823,38.22,14.96,2.26,60.19,39.76,42.17,41.14,14.63,15.11,14.37,3.72,5.51,3.15,64.52,63.41,56.03,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,4,0,0.0,98.9823,34.41,13.05,4.54,75.02,38.22,39.76,42.17,14.96,14.63,15.11,2.26,3.72,5.51,60.19,64.52,63.41,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,5,0,0.0,98.9823,32.39,7.31,4.6,82.09,34.41,38.22,39.76,13.05,14.96,14.63,4.54,2.26,3.72,75.02,60.19,64.52,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,6,0,0.0,98.9823,29.07,1.16,1.49,82.58,32.39,34.41,38.22,7.31,13.05,14.96,4.6,4.54,2.26,82.09,75.02,60.19,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,7,0,0.0,98.9823,33.16,2.5,0.11,75.62,29.07,32.39,34.41,1.16,7.31,13.05,1.49,4.6,4.54,82.58,82.09,75.02,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,8,0,0.0,98.9823,38.11,7.84,2.19,68.8,33.16,29.07,32.39,2.5,1.16,7.31,0.11,1.49,4.6,75.62,82.58,82.09,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,9,0,0.0,98.9823,41.06,5.53,0.03,55.2,38.11,33.16,29.07,7.84,2.5,1.16,2.19,0.11,1.49,68.8,75.62,82.58,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,10,0,0.0,98.9823,40.17,9.57,2.68,58.16,41.06,38.11,33.16,5.53,7.84,2.5,0.03,2.19,0.11,55.2,68.8,75.62,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,11,0,0.0,98.9823,40.65,11.98,5.76,68.48,40.17,41.06,38.11,9.57,5.53,7.84,2.68,0.03,2.19,58.16,55.2,68.8,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2015,12,0,0.0,98.9823,39.87,16.71,5.06,68.56,40.65,40.17,41.06,11.98,9.57,5.53,5.76,2.68,0.03,68.48,58.16,55.2,0.0,0.0,0.0,1086237
ARG,Argentina,CHACO,2016,1,0,0.0,99.0414,41.52,18.14,4.84,65.68,39.87,40.65,40.17,16.71,11.98,9.57,5.06,5.76,2.68,68.56,68.48,58.16,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,2,0,0.0,99.0414,40.73,18.12,3.96,71.13,41.52,39.87,40.65,18.14,16.71,11.98,4.84,5.06,5.76,65.68,68.56,68.48,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,3,0,0.0,99.0414,36.76,12.84,5.36,74.62,40.73,41.52,39.87,18.12,18.14,16.71,3.96,4.84,5.06,71.13,65.68,68.56,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,4,0,0.0,99.0414,36.47,4.1,6.41,81.18,36.76,40.73,41.52,12.84,18.12,18.14,5.36,3.96,4.84,74.62,71.13,65.68,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,5,0,0.0,99.0414,26.29,6.2,0.19,81.36,36.47,36.76,40.73,4.1,12.84,18.12,6.41,5.36,3.96,81.18,74.62,71.13,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,6,0,0.0,99.0414,26.45,2.0,2.3,75.31,26.29,36.47,36.76,6.2,4.1,12.84,0.19,6.41,5.36,81.36,81.18,74.62,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,7,0,0.0,99.0414,31.07,2.97,0.48,76.87,26.45,26.29,36.47,2.0,6.2,4.1,2.3,0.19,6.41,75.31,81.36,81.18,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,8,0,0.0,99.0414,36.68,4.5,1.56,63.29,31.07,26.45,26.29,2.97,2.0,6.2,0.48,2.3,0.19,76.87,75.31,81.36,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,9,0,0.0,99.0414,38.72,3.71,0.62,55.64,36.68,31.07,26.45,4.5,2.97,2.0,1.56,0.48,2.3,63.29,76.87,75.31,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,10,0,0.0,99.0414,40.65,8.38,4.47,63.72,38.72,36.68,31.07,3.71,4.5,2.97,0.62,1.56,0.48,55.64,63.29,76.87,0.0,0.0,0.0,1092432
ARG,Argentina,CHACO,2016,11,0,0.0,99.0414,39.29,9.45,4.53,64.88,40.65,38.72,36.68,8.38,3.71,4.5,4.47,0.62,1.56,63.72,55.64,63.29,0.0,0.0,0.0,1092432
