iso_a0,pais,adm_1_name,ano,mes,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio
ARG,Argentina,LA RIOJA,2011,8,29.1,0.36,0.0,44.97
ARG,Argentina,LA RIOJA,2011,9,37.31,6.04,0.09,34.46
ARG,Argentina,LA RIOJA,2011,10,34.41,9.87,0.31,40.75
ARG,Argentina,LA RIOJA,2011,11,40.91,13.97,0.68,39.02
ARG,Argentina,LA RIOJA,2011,12,42.72,15.47,0.94,40.88
ARG,Argentina,LA RIOJA,2012,1,42.35,18.74,0.71,38.9
ARG,Argentina,LA RIOJA,2012,2,38.09,17.19,4.59,56.0
ARG,Argentina,LA RIOJA,2012,3,36.74,11.37,2.14,58.48
ARG,Argentina,LA RIOJA,2012,4,35.53,7.36,1.34,65.76
ARG,Argentina,LA RIOJA,2012,5,28.32,6.74,0.0,65.86
ARG,Argentina,LA RIOJA,2012,6,28.03,-0.45,0.0,56.93
ARG,Argentina,LA RIOJA,2012,7,26.42,0.57,0.0,49.93
ARG,Argentina,LA RIOJA,2012,8,31.19,1.81,0.17,49.61
ARG,Argentina,LA RIOJA,2012,9,33.67,7.42,0.27,45.93
ARG,Argentina,LA RIOJA,2012,10,35.11,10.45,0.22,43.5
ARG,Argentina,LA RIOJA,2012,11,39.86,16.2,0.54,41.65
ARG,Argentina,LA RIOJA,2012,12,43.38,17.3,0.36,37.51
ARG,Argentina,LA RIOJA,2013,1,38.69,17.12,2.0,45.06
ARG,Argentina,LA RIOJA,2013,2,40.35,15.77,0.66,46.13
ARG,Argentina,LA RIOJA,2013,3,38.13,12.46,1.46,55.64
ARG,Argentina,LA RIOJA,2013,4,32.74,9.62,0.07,49.98
ARG,Argentina,LA RIOJA,2013,5,31.39,6.43,0.03,48.75
ARG,Argentina,LA RIOJA,2013,6,28.32,2.63,0.26,54.49
ARG,Argentina,LA RIOJA,2013,7,27.5,-1.6,0.0,52.28
ARG,Argentina,LA RIOJA,2013,8,31.67,0.45,0.54,39.54
ARG,Argentina,LA RIOJA,2013,9,38.66,2.52,0.49,40.85
ARG,Argentina,LA RIOJA,2013,10,37.08,8.41,0.55,42.97
ARG,Argentina,LA RIOJA,2013,11,40.14,13.37,0.8,39.56
ARG,Argentina,LA RIOJA,2013,12,40.3,19.0,3.55,44.83
ARG,Argentina,LA RIOJA,2014,1,42.81,15.65,1.15,48.16
ARG,Argentina,LA RIOJA,2014,2,39.15,13.63,6.0,65.83
ARG,Argentina,LA RIOJA,2014,3,33.12,11.46,1.59,64.49
ARG,Argentina,LA RIOJA,2014,4,32.35,8.28,1.64,69.09
ARG,Argentina,LA RIOJA,2014,5,27.45,4.89,0.08,73.1
ARG,Argentina,LA RIOJA,2014,6,22.46,2.05,0.08,65.25
ARG,Argentina,LA RIOJA,2014,7,25.11,1.43,0.02,60.59
ARG,Argentina,LA RIOJA,2014,8,36.41,3.7,0.0,47.45
ARG,Argentina,LA RIOJA,2014,9,33.47,7.32,0.0,43.79
ARG,Argentina,LA RIOJA,2014,10,41.19,11.25,0.34,41.09
ARG,Argentina,LA RIOJA,2014,11,38.08,13.06,1.13,43.08
ARG,Argentina,LA RIOJA,2014,12,41.15,13.43,1.96,47.56
ARG,Argentina,LA RIOJA,2015,1,37.67,15.79,2.6,54.92
ARG,Argentina,LA RIOJA,2015,2,36.77,14.81,2.32,60.89
ARG,Argentina,LA RIOJA,2015,3,35.43,13.69,2.27,65.43
ARG,Argentina,LA RIOJA,2015,4,31.79,12.52,0.47,67.55
ARG,Argentina,LA RIOJA,2015,5,29.14,8.39,0.03,67.99
ARG,Argentina,LA RIOJA,2015,6,31.5,1.82,0.0,60.72
ARG,Argentina,LA RIOJA,2015,7,28.1,2.98,0.25,57.48
ARG,Argentina,LA RIOJA,2015,8,35.56,3.07,0.66,52.67
ARG,Argentina,LA RIOJA,2015,9,32.15,6.84,0.47,46.14
ARG,Argentina,LA RIOJA,2015,10,35.21,8.65,0.5,45.76
ARG,Argentina,LA RIOJA,2015,11,34.95,11.73,4.04,55.99
ARG,Argentina,LA RIOJA,2015,12,38.21,14.62,3.64,54.28
ARG,Argentina,LA RIOJA,2016,1,40.91,18.54,5.9,57.24
ARG,Argentina,LA RIOJA,2016,2,38.04,16.77,1.42,60.96
ARG,Argentina,LA RIOJA,2016,3,36.43,13.27,2.55,65.29
ARG,Argentina,LA RIOJA,2016,4,32.88,5.33,2.5,68.68
ARG,Argentina,LA RIOJA,2016,5,22.44,7.04,0.34,77.83
ARG,Argentina,LA RIOJA,2016,6,18.72,3.24,1.11,74.14
ARG,Argentina,LA RIOJA,2016,7,25.74,2.05,0.02,70.96
ARG,Argentina,LA RIOJA,2016,8,35.28,6.28,0.08,54.13
ARG,Argentina,LA RIOJA,2016,9,33.28,2.85,0.17,48.34
ARG,Argentina,LA RIOJA,2016,10,34.72,9.09,1.3,48.25
ARG,Argentina,LA RIOJA,2016,11,37.36,10.1,2.29,46.15
ARG,Argentina,LA RIOJA,2016,12,41.91,16.41,1.02,46.26
ARG,Argentina,LA RIOJA,2017,1,42.95,18.25,3.62,45.67
ARG,Argentina,LA RIOJA,2017,2,37.58,16.95,3.13,55.62
ARG,Argentina,LA RIOJA,2017,3,37.6,12.62,2.26,59.81
ARG,Argentina,LA RIOJA,2017,4,29.99,9.84,2.02,66.17
ARG,Argentina,LA RIOJA,2017,5,30.01,4.97,0.27,67.71
ARG,Argentina,LA RIOJA,2017,6,27.96,0.64,0.02,62.25
ARG,Argentina,LA RIOJA,2017,7,27.06,0.9,0.0,62.49
ARG,Argentina,LA RIOJA,2017,8,29.99,5.79,0.08,50.21
ARG,Argentina,LA RIOJA,2017,9,36.66,5.92,2.81,50.44
ARG,Argentina,LA RIOJA,2017,10,37.94,8.37,0.31,42.07
ARG,Argentina,LA RIOJA,2017,11,39.82,15.09,0.11,35.76
ARG,Argentina,LA RIOJA,2017,12,41.64,16.55,2.94,47.32
ARG,Argentina,LA RIOJA,2018,1,39.49,18.4,3.19,50.97
ARG,Argentina,LA RIOJA,2018,2,38.59,14.99,1.02,52.25
ARG,Argentina,LA RIOJA,2018,3,37.54,9.41,1.06,48.24
ARG,Argentina,LA RIOJA,2018,4,35.9,11.66,0.88,60.98
ARG,Argentina,LA RIOJA,2018,5,29.07,6.69,0.57,65.46
ARG,Argentina,LA RIOJA,2018,6,24.0,0.22,0.0,53.74
ARG,Argentina,LA RIOJA,2018,7,24.75,-0.21,0.43,59.97
ARG,Argentina,LA RIOJA,2018,8,31.03,1.96,0.01,40.7
ARG,Argentina,LA RIOJA,2018,9,38.0,5.86,0.6,46.17
ARG,Argentina,LA RIOJA,2018,10,39.05,10.26,1.31,46.2
ARG,Argentina,LA RIOJA,2018,11,37.8,13.88,1.59,50.5
ARG,Argentina,LA RIOJA,2018,12,40.17,15.17,1.93,49.11
ARG,Argentina,LA RIOJA,2019,1,38.77,14.34,4.33,57.27
ARG,Argentina,LA RIOJA,2019,2,39.26,14.71,1.17,58.54
ARG,Argentina,LA RIOJA,2019,3,38.67,12.16,4.88,69.05
ARG,Argentina,LA RIOJA,2019,4,32.39,10.56,1.3,69.28
ARG,Argentina,LA RIOJA,2019,5,28.51,5.66,0.39,68.97
ARG,Argentina,LA RIOJA,2019,6,26.11,1.1,0.0,65.05
ARG,Argentina,LA RIOJA,2019,7,26.02,1.82,0.03,64.57
ARG,Argentina,LA RIOJA,2019,8,32.25,2.24,0.0,51.4
ARG,Argentina,LA RIOJA,2019,9,36.9,4.19,0.18,42.56
ARG,Argentina,LA RIOJA,2019,10,37.66,9.29,1.17,44.64
ARG,Argentina,LA RIOJA,2019,11,39.79,16.49,1.58,46.78
ARG,Argentina,LA RIOJA,2019,12,41.65,15.21,3.52,45.93
ARG,Argentina,LA RIOJA,2020,1,38.38,17.67,2.36,52.24
ARG,Argentina,LA RIOJA,2020,2,39.33,13.97,3.2,58.42
ARG,Argentina,LA RIOJA,2020,3,36.99,16.48,1.24,58.05
ARG,Argentina,LA RIOJA,2020,4,31.86,11.08,0.31,58.17
ARG,Argentina,LA RIOJA,2020,5,34.04,5.1,0.03,51.3
ARG,Argentina,LA RIOJA,2020,6,28.28,2.78,0.03,56.03
ARG,Argentina,LA RIOJA,2020,7,26.07,1.73,0.0,52.66
ARG,Argentina,LA RIOJA,2020,8,30.52,2.98,0.0,39.06
ARG,Argentina,LA RIOJA,2020,9,37.28,5.87,0.0,38.63
ARG,Argentina,LA RIOJA,2020,10,40.48,9.37,0.24,38.82
ARG,Argentina,LA RIOJA,2020,11,39.29,12.83,2.25,46.32
ARG,Argentina,LA RIOJA,2020,12,40.49,13.95,2.01,45.35
ARG,Argentina,LA RIOJA,2021,1,37.35,16.63,7.89,54.77
ARG,Argentina,LA RIOJA,2021,2,34.82,16.49,3.22,62.1
ARG,Argentina,LA RIOJA,2021,3,33.83,11.14,3.3,66.28
ARG,Argentina,LA RIOJA,2021,4,31.91,11.36,0.49,69.12
ARG,Argentina,LA RIOJA,2021,5,28.98,6.1,0.44,66.21
ARG,Argentina,LA RIOJA,2021,6,28.07,-0.2,1.12,69.52
ARG,Argentina,LA RIOJA,2021,7,24.0,1.58,0.0,58.92
ARG,Argentina,LA RIOJA,2021,8,33.97,2.12,0.0,49.35
ARG,Argentina,LA RIOJA,2021,9,36.62,7.24,0.2,46.03
ARG,Argentina,LA RIOJA,2021,10,38.71,9.89,0.59,34.87
ARG,Argentina,LA RIOJA,2021,11,39.7,12.29,0.73,43.63
ARG,Argentina,LA RIOJA,2021,12,39.36,17.83,2.55,48.65
ARG,Argentina,LA RIOJA,2022,1,42.16,16.44,4.39,46.43
ARG,Argentina,LA RIOJA,2022,2,37.49,14.5,3.72,57.2
ARG,Argentina,LA RIOJA,2022,3,35.07,8.18,1.2,56.67
ARG,Argentina,LA RIOJA,2022,4,32.75,7.43,0.37,58.49
ARG,Argentina,LA RIOJA,2022,5,25.56,4.96,0.11,62.71
ARG,Argentina,LA RIOJA,2022,6,23.14,1.72,0.0,62.51
ARG,Argentina,LA RIOJA,2022,7,27.15,1.05,0.03,51.86
ARG,Argentina,LA RIOJA,2022,8,30.17,3.1,0.05,42.43
ARG,Argentina,LA RIOJA,2022,9,32.4,6.07,1.11,35.66
ARG,Argentina,LA RIOJA,2022,10,40.28,6.96,0.05,39.46
ARG,Argentina,LA RIOJA,2022,11,39.73,7.97,1.39,36.65
ARG,Argentina,LA RIOJA,2022,12,41.85,14.4,3.88,45.59
ARG,Argentina,MENDOZA,2010,1,36.3,8.16,0.78,33.38
ARG,Argentina,MENDOZA,2010,2,36.09,8.7,1.03,43.23
ARG,Argentina,MENDOZA,2010,3,33.14,7.4,0.37,47.2
ARG,Argentina,MENDOZA,2010,4,26.73,0.3,0.04,45.16
ARG,Argentina,MENDOZA,2010,5,25.34,-2.71,1.12,54.67
ARG,Argentina,MENDOZA,2010,6,22.12,-3.46,0.34,53.6
ARG,Argentina,MENDOZA,2010,7,21.6,-6.88,0.05,48.07
ARG,Argentina,MENDOZA,2010,8,24.59,-6.14,0.31,52.36
ARG,Argentina,MENDOZA,2010,9,27.13,-2.94,0.96,43.3
ARG,Argentina,MENDOZA,2010,10,27.61,-1.71,0.21,43.0
ARG,Argentina,MENDOZA,2010,11,30.98,2.39,0.81,38.24
ARG,Argentina,MENDOZA,2010,12,34.94,3.84,0.98,30.52
ARG,Argentina,MENDOZA,2011,1,35.23,8.41,0.61,39.6
ARG,Argentina,MENDOZA,2011,2,33.76,7.5,1.57,48.73
ARG,Argentina,MENDOZA,2011,3,30.91,3.39,0.99,50.01
ARG,Argentina,MENDOZA,2011,4,27.21,1.61,0.31,42.37
ARG,Argentina,MENDOZA,2011,5,24.05,-0.61,0.0,54.3
ARG,Argentina,MENDOZA,2011,6,20.7,-4.55,0.29,52.97
ARG,Argentina,MENDOZA,2011,7,21.14,-9.07,0.98,45.59
ARG,Argentina,MENDOZA,2011,8,23.92,-6.04,0.47,49.84
ARG,Argentina,MENDOZA,2011,9,30.03,-1.69,0.0,37.11
ARG,Argentina,MENDOZA,2011,10,27.89,1.48,0.82,43.23
ARG,Argentina,MENDOZA,2011,11,33.43,3.91,2.13,40.79
ARG,Argentina,MENDOZA,2011,12,33.77,5.97,0.41,35.67
ARG,Argentina,MENDOZA,2012,1,36.17,8.14,0.91,39.32
ARG,Argentina,MENDOZA,2012,2,34.83,9.51,1.24,45.85
ARG,Argentina,MENDOZA,2012,3,32.84,3.75,0.31,44.43
ARG,Argentina,MENDOZA,2012,4,29.29,-1.45,0.77,56.32
ARG,Argentina,MENDOZA,2012,5,24.36,-0.03,0.3,55.79
ARG,Argentina,MENDOZA,2012,6,22.81,-5.52,0.25,48.65
ARG,Argentina,MENDOZA,2012,7,24.77,-5.04,0.19,46.57
ARG,Argentina,MENDOZA,2012,8,24.11,-3.93,0.26,51.93
ARG,Argentina,MENDOZA,2012,9,25.92,0.27,2.16,56.87
ARG,Argentina,MENDOZA,2012,10,25.53,0.63,1.28,49.48
ARG,Argentina,MENDOZA,2012,11,31.06,4.41,0.83,45.15
ARG,Argentina,MENDOZA,2012,12,35.03,4.61,0.55,29.75
ARG,Argentina,MENDOZA,2013,1,35.3,7.89,5.61,51.46
ARG,Argentina,MENDOZA,2013,2,32.22,6.98,3.21,51.0
ARG,Argentina,MENDOZA,2013,3,30.02,3.31,1.66,53.52
ARG,Argentina,MENDOZA,2013,4,27.53,0.78,1.05,53.64
ARG,Argentina,MENDOZA,2013,5,24.78,-3.68,1.05,53.32
ARG,Argentina,MENDOZA,2013,6,22.11,-4.65,0.04,50.72
ARG,Argentina,MENDOZA,2013,7,22.58,-6.32,0.14,56.31
ARG,Argentina,MENDOZA,2013,8,29.13,-6.24,0.71,45.36
ARG,Argentina,MENDOZA,2013,9,33.85,-4.88,0.37,52.01
ARG,Argentina,MENDOZA,2013,10,30.1,1.23,0.71,44.33
ARG,Argentina,MENDOZA,2013,11,32.36,3.55,1.94,36.15
ARG,Argentina,MENDOZA,2013,12,34.56,7.55,1.12,39.39
ARG,Argentina,MENDOZA,2014,1,36.72,6.58,0.25,29.2
ARG,Argentina,MENDOZA,2014,2,32.35,6.8,8.61,57.85
ARG,Argentina,MENDOZA,2014,3,29.05,3.72,0.28,58.31
ARG,Argentina,MENDOZA,2014,4,25.51,-2.38,1.16,64.79
ARG,Argentina,MENDOZA,2014,5,21.24,-1.85,0.19,67.13
ARG,Argentina,MENDOZA,2014,6,21.38,-3.81,0.1,52.49
ARG,Argentina,MENDOZA,2014,7,22.13,-3.71,0.02,55.84
ARG,Argentina,MENDOZA,2014,8,26.64,-3.43,0.86,45.9
ARG,Argentina,MENDOZA,2014,9,26.41,-2.26,0.22,48.52
ARG,Argentina,MENDOZA,2014,10,30.59,0.87,0.86,43.88
ARG,Argentina,MENDOZA,2014,11,33.38,2.07,0.5,36.26
ARG,Argentina,MENDOZA,2014,12,35.43,3.47,0.96,36.06
ARG,Argentina,MENDOZA,2015,1,34.17,8.24,1.86,42.59
ARG,Argentina,MENDOZA,2015,2,33.01,6.51,2.33,53.02
ARG,Argentina,MENDOZA,2015,3,31.68,6.07,2.88,59.8
ARG,Argentina,MENDOZA,2015,4,28.36,3.13,0.13,63.78
ARG,Argentina,MENDOZA,2015,5,24.91,-2.76,0.01,62.13
ARG,Argentina,MENDOZA,2015,6,24.65,-4.76,0.05,51.23
ARG,Argentina,MENDOZA,2015,7,24.91,-3.49,1.45,53.47
ARG,Argentina,MENDOZA,2015,8,27.36,-4.08,1.6,60.14
ARG,Argentina,MENDOZA,2015,9,23.26,-2.82,0.68,55.28
ARG,Argentina,MENDOZA,2015,10,27.32,-0.78,2.57,64.36
ARG,Argentina,MENDOZA,2015,11,28.27,2.57,2.0,52.34
ARG,Argentina,MENDOZA,2015,12,33.64,6.21,2.06,50.2
ARG,Argentina,MENDOZA,2016,1,33.55,9.3,5.74,64.13
ARG,Argentina,MENDOZA,2016,2,33.7,9.78,1.18,55.32
ARG,Argentina,MENDOZA,2016,3,29.74,4.83,1.21,59.55
ARG,Argentina,MENDOZA,2016,4,25.3,-1.45,2.6,70.39
ARG,Argentina,MENDOZA,2016,5,17.32,-0.27,8.36,88.48
ARG,Argentina,MENDOZA,2016,6,14.34,-2.97,0.5,79.44
ARG,Argentina,MENDOZA,2016,7,17.13,-3.39,3.62,76.5
ARG,Argentina,MENDOZA,2016,8,23.56,-3.17,0.02,64.94
ARG,Argentina,MENDOZA,2016,9,24.11,-3.58,0.0,60.05
ARG,Argentina,MENDOZA,2016,10,25.94,1.52,2.19,61.19
ARG,Argentina,MENDOZA,2016,11,32.7,1.71,1.03,45.12
ARG,Argentina,MENDOZA,2016,12,34.8,7.14,0.87,39.8
ARG,Argentina,MENDOZA,2017,1,37.3,8.76,0.68,32.2
ARG,Argentina,MENDOZA,2017,2,35.59,7.55,1.84,50.64
ARG,Argentina,MENDOZA,2017,3,31.63,5.27,2.09,50.66
ARG,Argentina,MENDOZA,2017,4,25.51,2.14,2.75,63.88
ARG,Argentina,MENDOZA,2017,5,23.95,-0.42,0.35,65.69
ARG,Argentina,MENDOZA,2017,6,21.49,-4.23,0.55,56.83
ARG,Argentina,MENDOZA,2017,7,21.81,-5.24,0.46,58.75
ARG,Argentina,MENDOZA,2017,8,23.9,-2.37,0.2,52.73
ARG,Argentina,MENDOZA,2017,9,26.23,-1.0,0.54,49.34
ARG,Argentina,MENDOZA,2017,10,28.17,-1.27,2.0,41.37
ARG,Argentina,MENDOZA,2017,11,32.98,3.59,0.3,39.51
ARG,Argentina,MENDOZA,2017,12,35.56,7.91,0.81,39.76
ARG,Argentina,MENDOZA,2018,1,35.39,11.05,0.4,37.73
ARG,Argentina,MENDOZA,2018,2,36.74,6.82,1.74,44.99
ARG,Argentina,MENDOZA,2018,3,31.81,2.57,0.18,35.31
ARG,Argentina,MENDOZA,2018,4,30.2,1.66,0.64,49.0
ARG,Argentina,MENDOZA,2018,5,23.72,-3.22,1.73,65.73
ARG,Argentina,MENDOZA,2018,6,22.03,-4.52,0.15,55.82
ARG,Argentina,MENDOZA,2018,7,21.73,-4.57,1.42,64.95
ARG,Argentina,MENDOZA,2018,8,25.22,-3.83,0.03,45.43
ARG,Argentina,MENDOZA,2018,9,28.9,-4.47,0.3,49.26
ARG,Argentina,MENDOZA,2018,10,29.31,-0.9,2.91,48.83
ARG,Argentina,MENDOZA,2018,11,33.98,5.18,1.22,45.23
ARG,Argentina,MENDOZA,2018,12,34.86,5.55,2.9,42.0
ARG,Argentina,MENDOZA,2019,1,37.62,6.58,0.54,41.7
ARG,Argentina,MENDOZA,2019,2,34.1,5.53,0.55,39.0
ARG,Argentina,MENDOZA,2019,3,32.79,3.3,1.06,49.7
ARG,Argentina,MENDOZA,2019,4,28.98,5.07,0.17,47.67
ARG,Argentina,MENDOZA,2019,5,23.79,-7.21,1.59,59.11
ARG,Argentina,MENDOZA,2019,6,21.72,-4.5,0.36,50.91
ARG,Argentina,MENDOZA,2019,7,22.11,-3.94,0.0,54.26
ARG,Argentina,MENDOZA,2019,8,29.85,-3.8,0.03,47.57
ARG,Argentina,MENDOZA,2019,9,32.36,-6.06,0.07,38.12
ARG,Argentina,MENDOZA,2019,10,29.71,-1.07,0.58,37.77
ARG,Argentina,MENDOZA,2019,11,32.13,6.21,2.51,40.15
ARG,Argentina,MENDOZA,2019,12,36.91,6.76,0.41,34.82
ARG,Argentina,MENDOZA,2020,1,36.36,8.34,0.49,36.37
ARG,Argentina,MENDOZA,2020,2,35.86,7.58,0.94,40.3
ARG,Argentina,MENDOZA,2020,3,33.76,8.03,1.9,48.21
ARG,Argentina,MENDOZA,2020,4,27.28,2.7,1.18,56.76
ARG,Argentina,MENDOZA,2020,5,26.01,-2.36,0.23,57.36
ARG,Argentina,MENDOZA,2020,6,18.84,-3.8,0.78,57.36
ARG,Argentina,MENDOZA,2020,7,20.33,-4.68,1.15,60.69
ARG,Argentina,MENDOZA,2020,8,23.74,-5.14,0.12,46.67
ARG,Argentina,MENDOZA,2020,9,27.29,-2.22,0.13,43.53
ARG,Argentina,MENDOZA,2020,10,32.35,-1.75,0.48,41.13
ARG,Argentina,MENDOZA,2020,11,32.66,6.46,1.35,43.36
ARG,Argentina,MENDOZA,2020,12,37.76,7.87,2.7,37.19
ARG,Argentina,MENDOZA,2021,1,34.74,6.48,3.33,48.11
ARG,Argentina,MENDOZA,2021,2,31.13,6.69,2.34,57.72
ARG,Argentina,MENDOZA,2021,3,32.29,3.74,2.25,60.47
ARG,Argentina,MENDOZA,2021,4,27.59,3.6,2.33,62.98
ARG,Argentina,MENDOZA,2021,5,22.34,-1.06,0.94,64.72
ARG,Argentina,MENDOZA,2021,6,23.27,-4.94,0.37,66.89
ARG,Argentina,MENDOZA,2021,7,23.22,-4.43,0.0,50.08
ARG,Argentina,MENDOZA,2021,8,23.81,-3.81,0.17,50.53
ARG,Argentina,MENDOZA,2021,9,30.22,-1.05,0.91,50.66
ARG,Argentina,MENDOZA,2021,10,33.92,-0.44,0.12,39.5
ARG,Argentina,MENDOZA,2021,11,32.66,2.8,0.71,37.96
ARG,Argentina,MENDOZA,2021,12,33.66,8.95,2.29,52.82
ARG,Argentina,MENDOZA,2022,1,35.47,5.7,1.72,44.48
ARG,Argentina,MENDOZA,2022,2,33.07,6.96,2.6,47.34
ARG,Argentina,MENDOZA,2022,3,31.51,-0.28,0.13,42.3
ARG,Argentina,MENDOZA,2022,4,27.86,-0.37,0.13,42.15
ARG,Argentina,MENDOZA,2022,5,23.75,-4.1,0.06,54.15
ARG,Argentina,MENDOZA,2022,6,21.58,-3.11,0.12,56.93
ARG,Argentina,MENDOZA,2022,7,22.85,-3.53,0.26,48.53
ARG,Argentina,MENDOZA,2022,8,23.48,-3.68,0.3,45.07
ARG,Argentina,MENDOZA,2022,9,26.3,-1.42,0.05,38.43
ARG,Argentina,MENDOZA,2022,10,31.43,-1.01,2.07,38.17
ARG,Argentina,MENDOZA,2022,11,34.33,1.2,1.54,41.2
ARG,Argentina,MENDOZA,2022,12,36.1,8.58,1.8,35.66
ARG,Argentina,MISIONES,2010,1,29.85,16.15,4.55,87.82
ARG,Argentina,MISIONES,2010,2,31.91,15.8,5.48,88.04
ARG,Argentina,MISIONES,2010,3,28.6,16.43,7.49,86.79
ARG,Argentina,MISIONES,2010,4,28.81,10.15,7.38,85.02
ARG,Argentina,MISIONES,2010,5,24.63,7.25,5.69,89.62
ARG,Argentina,MISIONES,2010,6,24.88,4.79,1.94,87.8
ARG,Argentina,MISIONES,2010,7,24.51,0.26,5.99,87.3
ARG,Argentina,MISIONES,2010,8,26.78,2.72,0.59,82.63
ARG,Argentina,MISIONES,2010,9,26.33,7.68,5.47,84.09
ARG,Argentina,MISIONES,2010,10,28.33,9.44,9.31,82.65
ARG,Argentina,MISIONES,2010,11,31.33,9.12,2.52,76.34
ARG,Argentina,MISIONES,2010,12,30.9,7.88,11.53,84.99
ARG,Argentina,MISIONES,2011,1,34.07,17.51,4.04,78.44
ARG,Argentina,MISIONES,2011,2,32.02,18.17,5.6,85.38
ARG,Argentina,MISIONES,2011,3,34.89,16.64,3.3,70.76
ARG,Argentina,MISIONES,2011,4,29.12,12.12,4.31,82.62
ARG,Argentina,MISIONES,2011,5,28.33,7.98,1.46,80.12
ARG,Argentina,MISIONES,2011,6,27.08,-1.47,5.91,82.37
ARG,Argentina,MISIONES,2011,7,26.02,1.05,6.7,85.7
ARG,Argentina,MISIONES,2011,8,26.91,1.29,3.68,83.86
ARG,Argentina,MISIONES,2011,9,30.79,3.86,3.9,82.32
ARG,Argentina,MISIONES,2011,10,29.55,10.86,7.73,81.49
ARG,Argentina,MISIONES,2011,11,33.51,11.07,3.61,76.49
ARG,Argentina,MISIONES,2011,12,39.55,10.57,1.73,58.82
ARG,Argentina,MISIONES,2012,1,37.26,17.14,3.12,59.32
ARG,Argentina,MISIONES,2012,2,39.31,15.65,3.02,63.11
ARG,Argentina,MISIONES,2012,3,36.7,7.13,1.73,58.4
ARG,Argentina,MISIONES,2012,4,33.05,6.99,4.94,76.94
ARG,Argentina,MISIONES,2012,5,27.38,5.25,1.7,75.52
ARG,Argentina,MISIONES,2012,6,26.76,-1.05,3.96,83.42
ARG,Argentina,MISIONES,2012,7,26.17,1.92,4.34,83.06
ARG,Argentina,MISIONES,2012,8,31.24,8.0,0.36,71.69
ARG,Argentina,MISIONES,2012,9,35.41,5.27,2.36,59.94
ARG,Argentina,MISIONES,2012,10,33.89,11.05,8.97,79.26
ARG,Argentina,MISIONES,2012,11,38.01,14.37,2.54,68.29
ARG,Argentina,MISIONES,2012,12,34.41,17.4,8.72,81.11
ARG,Argentina,MISIONES,2013,1,37.97,14.55,2.99,67.16
ARG,Argentina,MISIONES,2013,2,38.13,13.76,4.55,75.53
ARG,Argentina,MISIONES,2013,3,34.27,12.82,5.93,80.41
ARG,Argentina,MISIONES,2013,4,30.95,7.34,4.02,77.78
ARG,Argentina,MISIONES,2013,5,31.26,5.56,3.59,81.64
ARG,Argentina,MISIONES,2013,6,23.88,6.88,7.43,90.41
ARG,Argentina,MISIONES,2013,7,24.4,-1.35,1.49,85.08
ARG,Argentina,MISIONES,2013,8,25.95,0.06,3.78,83.74
ARG,Argentina,MISIONES,2013,9,28.71,3.11,5.12,83.0
ARG,Argentina,MISIONES,2013,10,29.06,8.21,3.39,81.03
ARG,Argentina,MISIONES,2013,11,36.0,12.58,4.67,71.47
ARG,Argentina,MISIONES,2013,12,37.54,17.41,4.12,69.53
ARG,Argentina,MISIONES,2014,1,37.78,18.11,4.8,75.05
ARG,Argentina,MISIONES,2014,2,38.99,15.64,2.71,60.69
ARG,Argentina,MISIONES,2014,3,34.26,8.54,7.18,76.5
ARG,Argentina,MISIONES,2014,4,31.78,6.95,11.0,84.68
ARG,Argentina,MISIONES,2014,5,25.79,6.43,5.08,88.21
ARG,Argentina,MISIONES,2014,6,24.12,3.24,10.1,89.71
ARG,Argentina,MISIONES,2014,7,24.55,2.88,4.68,86.14
ARG,Argentina,MISIONES,2014,8,25.94,1.63,1.4,82.9
ARG,Argentina,MISIONES,2014,9,27.75,9.42,10.39,87.72
ARG,Argentina,MISIONES,2014,10,30.4,12.33,2.03,83.81
ARG,Argentina,MISIONES,2014,11,30.08,11.44,5.93,83.0
ARG,Argentina,MISIONES,2014,12,31.25,14.0,8.33,82.62
ARG,Argentina,MISIONES,2015,1,29.35,16.36,6.24,88.97
ARG,Argentina,MISIONES,2015,2,31.15,17.48,3.0,83.15
ARG,Argentina,MISIONES,2015,3,34.36,13.54,2.02,72.32
ARG,Argentina,MISIONES,2015,4,31.16,11.72,2.23,76.17
ARG,Argentina,MISIONES,2015,5,29.39,7.18,5.42,82.74
ARG,Argentina,MISIONES,2015,6,26.63,2.07,4.04,83.37
ARG,Argentina,MISIONES,2015,7,25.07,4.21,7.2,90.51
ARG,Argentina,MISIONES,2015,8,27.34,9.75,1.58,78.85
ARG,Argentina,MISIONES,2015,9,34.04,3.29,2.3,75.19
ARG,Argentina,MISIONES,2015,10,33.42,10.29,5.08,79.53
ARG,Argentina,MISIONES,2015,11,30.81,11.42,10.05,87.22
ARG,Argentina,MISIONES,2015,12,29.11,15.09,12.67,91.24
ARG,Argentina,MISIONES,2016,1,32.63,18.18,5.31,83.67
ARG,Argentina,MISIONES,2016,2,30.31,17.24,7.55,92.12
ARG,Argentina,MISIONES,2016,3,29.64,13.77,3.74,87.53
ARG,Argentina,MISIONES,2016,4,30.16,3.62,2.37,85.73
ARG,Argentina,MISIONES,2016,5,24.85,4.73,3.16,87.18
ARG,Argentina,MISIONES,2016,6,24.17,-0.34,0.9,83.83
ARG,Argentina,MISIONES,2016,7,25.95,1.15,2.28,84.36
ARG,Argentina,MISIONES,2016,8,28.69,3.57,3.4,81.05
